"quantity","axis_label","unit","definition","requested_target","target","actual","penalty","weight","first_period","last_period","first_time","last_time","adult","objective"
"average_biomass","Average total biomass","t","Total biomass summed over regions and averaged across model periods in 1954-2022",850434,850434,850376.692903456,0.00454113954527452,1e+06,1,544,1954.08333333333,2022.58333333333,FALSE,-41722.7104302954
