"metric","x","value","group","x_unit","unit","definition","fishery","display_name","fishery_name","group_label"
"selectivity",1,2.06115362243856e-09,"Fishery 13","model age class","relative selectivity","Fishery selectivity at age",13,,"13.DN.All.1cd","13.DN.All.1cd"
"selectivity",2,0.572077740957238,"Fishery 13","model age class","relative selectivity","Fishery selectivity at age",13,,"13.DN.All.1cd","13.DN.All.1cd"
"selectivity",3,2.14812307703575,"Fishery 13","model age class","relative selectivity","Fishery selectivity at age",13,,"13.DN.All.1cd","13.DN.All.1cd"
"selectivity",4,2.27133213576797,"Fishery 13","model age class","relative selectivity","Fishery selectivity at age",13,,"13.DN.All.1cd","13.DN.All.1cd"
"selectivity",5,0.454267342897034,"Fishery 13","model age class","relative selectivity","Fishery selectivity at age",13,,"13.DN.All.1cd","13.DN.All.1cd"
"selectivity",6,0.100505630128092,"Fishery 13","model age class","relative selectivity","Fishery selectivity at age",13,,"13.DN.All.1cd","13.DN.All.1cd"
"selectivity",7,0.0379442154623131,"Fishery 13","model age class","relative selectivity","Fishery selectivity at age",13,,"13.DN.All.1cd","13.DN.All.1cd"
"selectivity",8,0.0220999011103513,"Fishery 13","model age class","relative selectivity","Fishery selectivity at age",13,,"13.DN.All.1cd","13.DN.All.1cd"
"selectivity",9,0.0168641797409477,"Fishery 13","model age class","relative selectivity","Fishery selectivity at age",13,,"13.DN.All.1cd","13.DN.All.1cd"
"selectivity",10,0.0149398380330769,"Fishery 13","model age class","relative selectivity","Fishery selectivity at age",13,,"13.DN.All.1cd","13.DN.All.1cd"
"selectivity",11,0.0142782231374475,"Fishery 13","model age class","relative selectivity","Fishery selectivity at age",13,,"13.DN.All.1cd","13.DN.All.1cd"
"selectivity",12,0.0142782231374475,"Fishery 13","model age class","relative selectivity","Fishery selectivity at age",13,,"13.DN.All.1cd","13.DN.All.1cd"
"selectivity",1,2.06115362243856e-09,"Fishery 14","model age class","relative selectivity","Fishery selectivity at age",14,,"14.LL.EPO.2a","14.LL.EPO.2a"
"selectivity",2,2.06115362243856e-09,"Fishery 14","model age class","relative selectivity","Fishery selectivity at age",14,,"14.LL.EPO.2a","14.LL.EPO.2a"
"selectivity",3,2.06115362243856e-09,"Fishery 14","model age class","relative selectivity","Fishery selectivity at age",14,,"14.LL.EPO.2a","14.LL.EPO.2a"
"selectivity",4,2.06106574469387e-09,"Fishery 14","model age class","relative selectivity","Fishery selectivity at age",14,,"14.LL.EPO.2a","14.LL.EPO.2a"
"selectivity",5,6.8996437145646e-05,"Fishery 14","model age class","relative selectivity","Fishery selectivity at age",14,,"14.LL.EPO.2a","14.LL.EPO.2a"
"selectivity",6,1.01474486857499,"Fishery 14","model age class","relative selectivity","Fishery selectivity at age",14,,"14.LL.EPO.2a","14.LL.EPO.2a"
"selectivity",7,9.86090167533608,"Fishery 14","model age class","relative selectivity","Fishery selectivity at age",14,,"14.LL.EPO.2a","14.LL.EPO.2a"
"selectivity",8,8.29929462727122,"Fishery 14","model age class","relative selectivity","Fishery selectivity at age",14,,"14.LL.EPO.2a","14.LL.EPO.2a"
"selectivity",9,4.91314193069323,"Fishery 14","model age class","relative selectivity","Fishery selectivity at age",14,,"14.LL.EPO.2a","14.LL.EPO.2a"
"selectivity",10,3.31313239185465,"Fishery 14","model age class","relative selectivity","Fishery selectivity at age",14,,"14.LL.EPO.2a","14.LL.EPO.2a"
"selectivity",11,2.64527520212554,"Fishery 14","model age class","relative selectivity","Fishery selectivity at age",14,,"14.LL.EPO.2a","14.LL.EPO.2a"
"selectivity",12,2.64527520212554,"Fishery 14","model age class","relative selectivity","Fishery selectivity at age",14,,"14.LL.EPO.2a","14.LL.EPO.2a"
"selectivity",1,2.06115362243856e-09,"Fishery 15","model age class","relative selectivity","Fishery selectivity at age",15,,"15.LL.EPO.2b","15.LL.EPO.2b"
"selectivity",2,0.00484674733082909,"Fishery 15","model age class","relative selectivity","Fishery selectivity at age",15,,"15.LL.EPO.2b","15.LL.EPO.2b"
"selectivity",3,0.208565631132054,"Fishery 15","model age class","relative selectivity","Fishery selectivity at age",15,,"15.LL.EPO.2b","15.LL.EPO.2b"
"selectivity",4,3.00551247243306,"Fishery 15","model age class","relative selectivity","Fishery selectivity at age",15,,"15.LL.EPO.2b","15.LL.EPO.2b"
"selectivity",5,1.85987040948771,"Fishery 15","model age class","relative selectivity","Fishery selectivity at age",15,,"15.LL.EPO.2b","15.LL.EPO.2b"
"selectivity",6,0.630883232340982,"Fishery 15","model age class","relative selectivity","Fishery selectivity at age",15,,"15.LL.EPO.2b","15.LL.EPO.2b"
"selectivity",7,0.280287210311891,"Fishery 15","model age class","relative selectivity","Fishery selectivity at age",15,,"15.LL.EPO.2b","15.LL.EPO.2b"
"selectivity",8,0.173704018882968,"Fishery 15","model age class","relative selectivity","Fishery selectivity at age",15,,"15.LL.EPO.2b","15.LL.EPO.2b"
"selectivity",9,0.135686053373314,"Fishery 15","model age class","relative selectivity","Fishery selectivity at age",15,,"15.LL.EPO.2b","15.LL.EPO.2b"
"selectivity",10,0.121218476970289,"Fishery 15","model age class","relative selectivity","Fishery selectivity at age",15,,"15.LL.EPO.2b","15.LL.EPO.2b"
"selectivity",11,0.116158564776904,"Fishery 15","model age class","relative selectivity","Fishery selectivity at age",15,,"15.LL.EPO.2b","15.LL.EPO.2b"
"selectivity",12,0.116158564776904,"Fishery 15","model age class","relative selectivity","Fishery selectivity at age",15,,"15.LL.EPO.2b","15.LL.EPO.2b"
"selectivity",1,2.06115362243856e-09,"Fishery 16","model age class","relative selectivity","Fishery selectivity at age",16,,"16.LL.EPO.2c","16.LL.EPO.2c"
"selectivity",2,0.0302175194973404,"Fishery 16","model age class","relative selectivity","Fishery selectivity at age",16,,"16.LL.EPO.2c","16.LL.EPO.2c"
"selectivity",3,0.40926016311138,"Fishery 16","model age class","relative selectivity","Fishery selectivity at age",16,,"16.LL.EPO.2c","16.LL.EPO.2c"
"selectivity",4,2.71433297539129,"Fishery 16","model age class","relative selectivity","Fishery selectivity at age",16,,"16.LL.EPO.2c","16.LL.EPO.2c"
"selectivity",5,2.0910201811829,"Fishery 16","model age class","relative selectivity","Fishery selectivity at age",16,,"16.LL.EPO.2c","16.LL.EPO.2c"
"selectivity",6,1.04580090112195,"Fishery 16","model age class","relative selectivity","Fishery selectivity at age",16,,"16.LL.EPO.2c","16.LL.EPO.2c"
"selectivity",7,0.616929670363422,"Fishery 16","model age class","relative selectivity","Fishery selectivity at age",16,,"16.LL.EPO.2c","16.LL.EPO.2c"
"selectivity",8,0.451156105101377,"Fishery 16","model age class","relative selectivity","Fishery selectivity at age",16,,"16.LL.EPO.2c","16.LL.EPO.2c"
"selectivity",9,0.383685900982705,"Fishery 16","model age class","relative selectivity","Fishery selectivity at age",16,,"16.LL.EPO.2c","16.LL.EPO.2c"
"selectivity",10,0.356299209773205,"Fishery 16","model age class","relative selectivity","Fishery selectivity at age",16,,"16.LL.EPO.2c","16.LL.EPO.2c"
"selectivity",11,0.346450563018463,"Fishery 16","model age class","relative selectivity","Fishery selectivity at age",16,,"16.LL.EPO.2c","16.LL.EPO.2c"
"selectivity",12,0.346450563018463,"Fishery 16","model age class","relative selectivity","Fishery selectivity at age",16,,"16.LL.EPO.2c","16.LL.EPO.2c"
"selectivity",1,0.0643898856358731,"Fishery 17","model age class","relative selectivity","Fishery selectivity at age",17,,"17.TR.EPO.2abc","17.TR.EPO.2abc"
"selectivity",2,0.735049363373012,"Fishery 17","model age class","relative selectivity","Fishery selectivity at age",17,,"17.TR.EPO.2abc","17.TR.EPO.2abc"
"selectivity",3,2.85705207886589,"Fishery 17","model age class","relative selectivity","Fishery selectivity at age",17,,"17.TR.EPO.2abc","17.TR.EPO.2abc"
"selectivity",4,1.14609572829393,"Fishery 17","model age class","relative selectivity","Fishery selectivity at age",17,,"17.TR.EPO.2abc","17.TR.EPO.2abc"
"selectivity",5,0.355052074034503,"Fishery 17","model age class","relative selectivity","Fishery selectivity at age",17,,"17.TR.EPO.2abc","17.TR.EPO.2abc"
"selectivity",6,0.157424916316089,"Fishery 17","model age class","relative selectivity","Fishery selectivity at age",17,,"17.TR.EPO.2abc","17.TR.EPO.2abc"
"selectivity",7,0.0988392644679573,"Fishery 17","model age class","relative selectivity","Fishery selectivity at age",17,,"17.TR.EPO.2abc","17.TR.EPO.2abc"
"selectivity",8,0.078009645195753,"Fishery 17","model age class","relative selectivity","Fishery selectivity at age",17,,"17.TR.EPO.2abc","17.TR.EPO.2abc"
"selectivity",9,0.0700879182798519,"Fishery 17","model age class","relative selectivity","Fishery selectivity at age",17,,"17.TR.EPO.2abc","17.TR.EPO.2abc"
"selectivity",10,0.0673211373957528,"Fishery 17","model age class","relative selectivity","Fishery selectivity at age",17,,"17.TR.EPO.2abc","17.TR.EPO.2abc"
"selectivity",11,0.066737751573608,"Fishery 17","model age class","relative selectivity","Fishery selectivity at age",17,,"17.TR.EPO.2abc","17.TR.EPO.2abc"
"selectivity",12,0.066737751573608,"Fishery 17","model age class","relative selectivity","Fishery selectivity at age",17,,"17.TR.EPO.2abc","17.TR.EPO.2abc"
"selectivity",1,2.06115362243856e-09,"Fishery 18","model age class","relative selectivity","Fishery selectivity at age",18,,"18.L.INDEX.1abcd","18.L.INDEX.1abcd"
"selectivity",2,2.06115362243856e-09,"Fishery 18","model age class","relative selectivity","Fishery selectivity at age",18,,"18.L.INDEX.1abcd","18.L.INDEX.1abcd"
"selectivity",3,0.0118171962923041,"Fishery 18","model age class","relative selectivity","Fishery selectivity at age",18,,"18.L.INDEX.1abcd","18.L.INDEX.1abcd"
"selectivity",4,0.0358297084446803,"Fishery 18","model age class","relative selectivity","Fishery selectivity at age",18,,"18.L.INDEX.1abcd","18.L.INDEX.1abcd"
"selectivity",5,0.180910999871495,"Fishery 18","model age class","relative selectivity","Fishery selectivity at age",18,,"18.L.INDEX.1abcd","18.L.INDEX.1abcd"
"selectivity",6,0.611285217080219,"Fishery 18","model age class","relative selectivity","Fishery selectivity at age",18,,"18.L.INDEX.1abcd","18.L.INDEX.1abcd"
"selectivity",7,1.28837814419201,"Fishery 18","model age class","relative selectivity","Fishery selectivity at age",18,,"18.L.INDEX.1abcd","18.L.INDEX.1abcd"
"selectivity",8,1.94241228016241,"Fishery 18","model age class","relative selectivity","Fishery selectivity at age",18,,"18.L.INDEX.1abcd","18.L.INDEX.1abcd"
"selectivity",9,2.39658669056833,"Fishery 18","model age class","relative selectivity","Fishery selectivity at age",18,,"18.L.INDEX.1abcd","18.L.INDEX.1abcd"
"selectivity",10,2.64939704501434,"Fishery 18","model age class","relative selectivity","Fishery selectivity at age",18,,"18.L.INDEX.1abcd","18.L.INDEX.1abcd"
"selectivity",11,2.76759652170716,"Fishery 18","model age class","relative selectivity","Fishery selectivity at age",18,,"18.L.INDEX.1abcd","18.L.INDEX.1abcd"
"selectivity",12,2.76759652170716,"Fishery 18","model age class","relative selectivity","Fishery selectivity at age",18,,"18.L.INDEX.1abcd","18.L.INDEX.1abcd"
"selectivity",1,0.226845194262691,"Fishery 19","model age class","relative selectivity","Fishery selectivity at age",19,,"19.TR.INDEX.1ef","19.TR.INDEX.1ef"
"selectivity",2,1.8543733294422,"Fishery 19","model age class","relative selectivity","Fishery selectivity at age",19,,"19.TR.INDEX.1ef","19.TR.INDEX.1ef"
"selectivity",3,2.56741114593919,"Fishery 19","model age class","relative selectivity","Fishery selectivity at age",19,,"19.TR.INDEX.1ef","19.TR.INDEX.1ef"
"selectivity",4,0.29336033269735,"Fishery 19","model age class","relative selectivity","Fishery selectivity at age",19,,"19.TR.INDEX.1ef","19.TR.INDEX.1ef"
"selectivity",5,0.0361856185743969,"Fishery 19","model age class","relative selectivity","Fishery selectivity at age",19,,"19.TR.INDEX.1ef","19.TR.INDEX.1ef"
"selectivity",6,0.00926826484035736,"Fishery 19","model age class","relative selectivity","Fishery selectivity at age",19,,"19.TR.INDEX.1ef","19.TR.INDEX.1ef"
"selectivity",7,0.00434095875884497,"Fishery 19","model age class","relative selectivity","Fishery selectivity at age",19,,"19.TR.INDEX.1ef","19.TR.INDEX.1ef"
"selectivity",8,0.00296823213256299,"Fishery 19","model age class","relative selectivity","Fishery selectivity at age",19,,"19.TR.INDEX.1ef","19.TR.INDEX.1ef"
"selectivity",9,0.00250285625476802,"Fishery 19","model age class","relative selectivity","Fishery selectivity at age",19,,"19.TR.INDEX.1ef","19.TR.INDEX.1ef"
"selectivity",10,0.00234816119134902,"Fishery 19","model age class","relative selectivity","Fishery selectivity at age",19,,"19.TR.INDEX.1ef","19.TR.INDEX.1ef"
"selectivity",11,0.00231611508428094,"Fishery 19","model age class","relative selectivity","Fishery selectivity at age",19,,"19.TR.INDEX.1ef","19.TR.INDEX.1ef"
"selectivity",12,0.00231611508428094,"Fishery 19","model age class","relative selectivity","Fishery selectivity at age",19,,"19.TR.INDEX.1ef","19.TR.INDEX.1ef"
"selectivity",1,2.06115362243856e-09,"Fishery 20","model age class","relative selectivity","Fishery selectivity at age",20,,"20.L.INDEX.2abc","20.L.INDEX.2abc"
"selectivity",2,2.06115362243856e-09,"Fishery 20","model age class","relative selectivity","Fishery selectivity at age",20,,"20.L.INDEX.2abc","20.L.INDEX.2abc"
"selectivity",3,2.06115362243856e-09,"Fishery 20","model age class","relative selectivity","Fishery selectivity at age",20,,"20.L.INDEX.2abc","20.L.INDEX.2abc"
"selectivity",4,2.06115362243856e-09,"Fishery 20","model age class","relative selectivity","Fishery selectivity at age",20,,"20.L.INDEX.2abc","20.L.INDEX.2abc"
"selectivity",5,1.00456580062194,"Fishery 20","model age class","relative selectivity","Fishery selectivity at age",20,,"20.L.INDEX.2abc","20.L.INDEX.2abc"
"selectivity",6,1.00298694234407,"Fishery 20","model age class","relative selectivity","Fishery selectivity at age",20,,"20.L.INDEX.2abc","20.L.INDEX.2abc"
"selectivity",7,1.00034489875887,"Fishery 20","model age class","relative selectivity","Fishery selectivity at age",20,,"20.L.INDEX.2abc","20.L.INDEX.2abc"
"selectivity",8,0.998062679828962,"Fishery 20","model age class","relative selectivity","Fishery selectivity at age",20,,"20.L.INDEX.2abc","20.L.INDEX.2abc"
"selectivity",9,0.996572831549074,"Fishery 20","model age class","relative selectivity","Fishery selectivity at age",20,,"20.L.INDEX.2abc","20.L.INDEX.2abc"
"selectivity",10,0.995727394253331,"Fishery 20","model age class","relative selectivity","Fishery selectivity at age",20,,"20.L.INDEX.2abc","20.L.INDEX.2abc"
"selectivity",11,0.995287369775401,"Fishery 20","model age class","relative selectivity","Fishery selectivity at age",20,,"20.L.INDEX.2abc","20.L.INDEX.2abc"
"selectivity",12,0.995287369775401,"Fishery 20","model age class","relative selectivity","Fishery selectivity at age",20,,"20.L.INDEX.2abc","20.L.INDEX.2abc"
"movement",1,0.0187098768,"Season 1: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 1: 1 to 2"
"movement",2,0.0144535533,"Season 1: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 1: 1 to 2"
"movement",3,0.020832468,"Season 1: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 1: 1 to 2"
"movement",4,0.0311356506,"Season 1: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 1: 1 to 2"
"movement",5,0.0391977155,"Season 1: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 1: 1 to 2"
"movement",6,0.0450119348,"Season 1: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 1: 1 to 2"
"movement",7,0.0492982361,"Season 1: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 1: 1 to 2"
"movement",8,0.0529633456,"Season 1: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 1: 1 to 2"
"movement",9,0.0561331314,"Season 1: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 1: 1 to 2"
"movement",10,0.0589000893,"Season 1: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 1: 1 to 2"
"movement",11,0.061278245,"Season 1: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 1: 1 to 2"
"movement",12,0.0662457342,"Season 1: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 1: 1 to 2"
"movement",1,0.1178444146,"Season 1: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 1: 2 to 1"
"movement",2,0.0817068412,"Season 1: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 1: 2 to 1"
"movement",3,0.0747256038,"Season 1: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 1: 2 to 1"
"movement",4,0.0882539745,"Season 1: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 1: 2 to 1"
"movement",5,0.1079844784,"Season 1: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 1: 2 to 1"
"movement",6,0.1161814814,"Season 1: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 1: 2 to 1"
"movement",7,0.1174968513,"Season 1: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 1: 2 to 1"
"movement",8,0.1168634577,"Season 1: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 1: 2 to 1"
"movement",9,0.1158795503,"Season 1: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 1: 2 to 1"
"movement",10,0.115006998,"Season 1: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 1: 2 to 1"
"movement",11,0.1141465857,"Season 1: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 1: 2 to 1"
"movement",12,0.1131661912,"Season 1: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 1: 2 to 1"
"movement",1,0.0212057418,"Season 2: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 2: 1 to 2"
"movement",2,0.0160191081,"Season 2: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 2: 1 to 2"
"movement",3,0.0215915525,"Season 2: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 2: 1 to 2"
"movement",4,0.031402154,"Season 2: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 2: 1 to 2"
"movement",5,0.0394005845,"Season 2: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 2: 1 to 2"
"movement",6,0.0447725317,"Season 2: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 2: 1 to 2"
"movement",7,0.048744526,"Season 2: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 2: 1 to 2"
"movement",8,0.0521873715,"Season 2: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 2: 1 to 2"
"movement",9,0.0551941101,"Season 2: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 2: 1 to 2"
"movement",10,0.0578555368,"Season 2: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 2: 1 to 2"
"movement",11,0.0601352936,"Season 2: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 2: 1 to 2"
"movement",12,0.064911623,"Season 2: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 2: 1 to 2"
"movement",1,0.1068326726,"Season 2: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 2: 2 to 1"
"movement",2,0.0773715969,"Season 2: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 2: 2 to 1"
"movement",3,0.0746342745,"Season 2: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 2: 2 to 1"
"movement",4,0.0874956921,"Season 2: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 2: 2 to 1"
"movement",5,0.1036019393,"Season 2: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 2: 2 to 1"
"movement",6,0.1110475468,"Season 2: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 2: 2 to 1"
"movement",7,0.1128376146,"Season 2: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 2: 2 to 1"
"movement",8,0.1126196878,"Season 2: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 2: 2 to 1"
"movement",9,0.1118748516,"Season 2: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 2: 2 to 1"
"movement",10,0.1111473833,"Season 2: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 2: 2 to 1"
"movement",11,0.1104089247,"Season 2: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 2: 2 to 1"
"movement",12,0.1094863068,"Season 2: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 2: 2 to 1"
"movement",1,0.018553443,"Season 3: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 3: 1 to 2"
"movement",2,0.0147008281,"Season 3: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 3: 1 to 2"
"movement",3,0.020086057,"Season 3: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 3: 1 to 2"
"movement",4,0.0298209164,"Season 3: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 3: 1 to 2"
"movement",5,0.0370781555,"Season 3: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 3: 1 to 2"
"movement",6,0.0420311159,"Season 3: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 3: 1 to 2"
"movement",7,0.0458229607,"Season 3: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 3: 1 to 2"
"movement",8,0.0490912362,"Season 3: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 3: 1 to 2"
"movement",9,0.0519262942,"Season 3: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 3: 1 to 2"
"movement",10,0.0544562075,"Season 3: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 3: 1 to 2"
"movement",11,0.0566146231,"Season 3: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 3: 1 to 2"
"movement",12,0.0611202443,"Season 3: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 3: 1 to 2"
"movement",1,0.1109394867,"Season 3: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 3: 2 to 1"
"movement",2,0.0777575492,"Season 3: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 3: 2 to 1"
"movement",3,0.074757452,"Season 3: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 3: 2 to 1"
"movement",4,0.087480735,"Season 3: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 3: 2 to 1"
"movement",5,0.0992604147,"Season 3: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 3: 2 to 1"
"movement",6,0.1070897757,"Season 3: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 3: 2 to 1"
"movement",7,0.1086718963,"Season 3: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 3: 2 to 1"
"movement",8,0.1082755343,"Season 3: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 3: 2 to 1"
"movement",9,0.1074012905,"Season 3: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 3: 2 to 1"
"movement",10,0.1065806858,"Season 3: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 3: 2 to 1"
"movement",11,0.1057340888,"Season 3: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 3: 2 to 1"
"movement",12,0.1048606825,"Season 3: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 3: 2 to 1"
"movement",1,0.0184494664,"Season 4: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 4: 1 to 2"
"movement",2,0.0140565544,"Season 4: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 4: 1 to 2"
"movement",3,0.0194730338,"Season 4: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 4: 1 to 2"
"movement",4,0.0298902028,"Season 4: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 4: 1 to 2"
"movement",5,0.0379265611,"Season 4: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 4: 1 to 2"
"movement",6,0.0435308555,"Season 4: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 4: 1 to 2"
"movement",7,0.0476025859,"Season 4: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 4: 1 to 2"
"movement",8,0.0510095348,"Season 4: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 4: 1 to 2"
"movement",9,0.0539499224,"Season 4: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 4: 1 to 2"
"movement",10,0.0565522482,"Season 4: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 4: 1 to 2"
"movement",11,0.0587680183,"Season 4: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 4: 1 to 2"
"movement",12,0.0632810658,"Season 4: 1 to 2","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 4: 1 to 2"
"movement",1,0.1110735445,"Season 4: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 4: 2 to 1"
"movement",2,0.0770159263,"Season 4: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 4: 2 to 1"
"movement",3,0.0727379942,"Season 4: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 4: 2 to 1"
"movement",4,0.0860487878,"Season 4: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 4: 2 to 1"
"movement",5,0.0976112542,"Season 4: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 4: 2 to 1"
"movement",6,0.1054664495,"Season 4: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 4: 2 to 1"
"movement",7,0.106875884,"Season 4: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 4: 2 to 1"
"movement",8,0.1064041023,"Season 4: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 4: 2 to 1"
"movement",9,0.1055965854,"Season 4: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 4: 2 to 1"
"movement",10,0.1048258332,"Season 4: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 4: 2 to 1"
"movement",11,0.1039860834,"Season 4: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 4: 2 to 1"
"movement",12,0.1033412816,"Season 4: 2 to 1","model age class","probability","Probability of movement from source to destination region per movement event",,,,"Season 4: 2 to 1"
