"parameter","domain","group","component","x","target","requested_target","actual","target_tolerance","target_attained","relative_target_error","objective","penalty","penalty_weight","objective_basis","objective_with_penalty","unit","axis_label","axis_definition","profile_type","profile_id","converged","objective_label","objective_definition","component_id","parent_component_id","fishery","region","group_label","fishery_name"
"average_biomass","total","all","Total",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,-41729.7521539804,1.06455814890293e-15,1e+06,"unpenalized",-41729.7521539804,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties",,,,,"all",
"average_biomass","total","all","CPUE",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,-94.4946758445852,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","index",,,,"all",
"average_biomass","total","all","Length",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,-42455.7333879218,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition",,,,"all",
"average_biomass","total","all","CAAL",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,784.277461527577,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","age_length",,,,"all",
"average_biomass","total","all","Penalties",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,36.1984482578442,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","penalties",,,,"all",
"average_biomass","index_region","index","Region 1",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,-45.6861417779609,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","index/region/1","index",,"1","CPUE",
"average_biomass","index_region","index","Region 2",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,-48.8085340666244,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","index/region/2","index",,"2","CPUE",
"average_biomass","length_region","length_composition","Region 1",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,-36989.7923628224,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1","length_composition",,"1","Length",
"average_biomass","length_region","length_composition","Region 2",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,-5465.94102509944,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/2","length_composition",,"2","Length",
"average_biomass","conditional_age_region","age_length","Region 1",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,784.277461527577,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","age_length/region/1","age_length",,"1","CAAL",
"average_biomass","penalties","penalties","Regional recruitment",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,0,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","penalties/no_penalty","penalties",,,"Penalties",
"average_biomass","penalties","penalties","Movement",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,0,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","penalties/good_penalty","penalties",,,"Penalties",
"average_biomass","penalties","penalties","Configured penalties",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,14.5862117552343,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","penalties/call_penalty_base","penalties",,,"Penalties",
"average_biomass","penalties","penalties","Steepness",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,21.6122309163765,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","penalties/bh_steep_penalty","penalties",,,"Penalties",
"average_biomass","penalties","penalties","Mean fishing mortality",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,0,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","penalties/fish_mortality_average_penalty","penalties",,,"Penalties",
"average_biomass","penalties","penalties","Mortality bound",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,0,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","penalties/z_cutoff_penalty","penalties",,,"Penalties",
"average_biomass","penalties","penalties","Parameter bounds",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,5.58623336986649e-06,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","penalties/parameter_bound_penalty","penalties",,,"Penalties",
"average_biomass","penalties","penalties","Static terms",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,0,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","penalties/static","penalties",,,"Penalties",
"average_biomass","index","index/region/1","18.L.INDEX.1abcd",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,-35.7144157383914,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","index/region/1/fishery/18","index/region/1","18","1","Region 1",
"average_biomass","index","index/region/1","19.TR.INDEX.1ef",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,-9.97172603956951,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","index/region/1/fishery/19","index/region/1","19","1","Region 1",
"average_biomass","index","index/region/2","20.L.INDEX.2abc",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,-48.8085340666244,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","index/region/2/fishery/20","index/region/2","20","2","Region 2",
"average_biomass","length","length_composition/region/1","3.LL.DWFN.1c",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,-8697.29501793378,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1/fishery/3","length_composition/region/1","3","1","Region 1",
