"parameter","domain","group","component","x","target","requested_target","actual","target_tolerance","target_attained","relative_target_error","objective","penalty","penalty_weight","objective_basis","objective_with_penalty","unit","axis_label","axis_definition","profile_type","profile_id","converged","objective_label","objective_definition","component_id","parent_component_id","fishery","region","group_label","fishery_name"
"average_biomass","length","length_composition/region/1","4.LL.DWFN.1d",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,-4752.16841565693,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1/fishery/4","length_composition/region/1","4","1","Region 1",
"average_biomass","length","length_composition/region/1","6.LL.PICT.1ab",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,-8281.69637949561,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1/fishery/6","length_composition/region/1","6","1","Region 1",
"average_biomass","length","length_composition/region/1","7.LL.AZ.1ab",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,-929.094858165695,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1/fishery/7","length_composition/region/1","7","1","Region 1",
"average_biomass","length","length_composition/region/1","8.LL.DWFN.1cd",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,-2365.29687469099,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1/fishery/8","length_composition/region/1","8","1","Region 1",
"average_biomass","length","length_composition/region/1","9.LL.PICT.1cd",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,-335.048768606896,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1/fishery/9","length_composition/region/1","9","1","Region 1",
"average_biomass","length","length_composition/region/1","10.LL.AZ.1cd",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,-2873.30322183497,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1/fishery/10","length_composition/region/1","10","1","Region 1",
"average_biomass","length","length_composition/region/1","11.TR.ALL1c",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,-4711.31881995194,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1/fishery/11","length_composition/region/1","11","1","Region 1",
"average_biomass","length","length_composition/region/1","12.TR.All.1d",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,-1043.41997793794,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1/fishery/12","length_composition/region/1","12","1","Region 1",
"average_biomass","length","length_composition/region/1","13.DN.All.1cd",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,-60.847732140459,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1/fishery/13","length_composition/region/1","13","1","Region 1",
"average_biomass","length","length_composition/region/1","18.L.INDEX.1abcd",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,-2066.59821376824,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1/fishery/18","length_composition/region/1","18","1","Region 1",
"average_biomass","length","length_composition/region/1","19.TR.INDEX.1ef",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,-873.704082638934,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1/fishery/19","length_composition/region/1","19","1","Region 1",
"average_biomass","length","length_composition/region/2","14.LL.EPO.2a",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,-3105.75675686704,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/2/fishery/14","length_composition/region/2","14","2","Region 2",
"average_biomass","length","length_composition/region/2","15.LL.EPO.2b",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,-773.67390280361,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/2/fishery/15","length_composition/region/2","15","2","Region 2",
"average_biomass","length","length_composition/region/2","16.LL.EPO.2c",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,-256.454046226967,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/2/fishery/16","length_composition/region/2","16","2","Region 2",
"average_biomass","length","length_composition/region/2","17.TR.EPO.2abc",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,-48.650185242077,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/2/fishery/17","length_composition/region/2","17","2","Region 2",
"average_biomass","length","length_composition/region/2","20.L.INDEX.2abc",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,-1281.40613395974,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/2/fishery/20","length_composition/region/2","20","2","Region 2",
"average_biomass","conditional_age","age_length/region/1","3.LL.DWFN.1c",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,11.1627202661782,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","age_length/region/1/fishery/3","age_length/region/1","3","1","Region 1",
"average_biomass","conditional_age","age_length/region/1","6.LL.PICT.1ab",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,303.457826002679,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","age_length/region/1/fishery/6","age_length/region/1","6","1","Region 1",
"average_biomass","conditional_age","age_length/region/1","7.LL.AZ.1ab",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,45.1558713610266,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","age_length/region/1/fishery/7","age_length/region/1","7","1","Region 1",
"average_biomass","conditional_age","age_length/region/1","8.LL.DWFN.1cd",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,21.9916204350044,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","age_length/region/1/fishery/8","age_length/region/1","8","1","Region 1",
"average_biomass","conditional_age","age_length/region/1","9.LL.PICT.1cd",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,141.572892112727,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","age_length/region/1/fishery/9","age_length/region/1","9","1","Region 1",
"average_biomass","conditional_age","age_length/region/1","10.LL.AZ.1cd",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,57.5290294491768,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","age_length/region/1/fishery/10","age_length/region/1","10","1","Region 1",
"average_biomass","conditional_age","age_length/region/1","11.TR.ALL1c",773121.999974775,773122,773122,773121.999974775,773.122,TRUE,3.26275673145915e-11,203.407501900785,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","age_length/region/1/fishery/11","age_length/region/1","11","1","Region 1",
