"phase","parameter","initial","start","estimate","fixed"
"constraint1_fit","recruit_dev[1]",-108.848501371723,-108.848501371723,-106.651621275165,FALSE
"constraint1_fit","log_mean_recruitment[1]",10.2437589517054,10.2437589517054,10.5425311372739,FALSE
"constraint2_fit","recruit_dev[1]",-106.651621275165,-106.651621275165,-105.074984116105,FALSE
"constraint2_fit","log_mean_recruitment[1]",10.5425311372739,10.5425311372739,10.7797856058157,FALSE
"constraint3_fit","recruit_dev[1]",-105.074984116105,-105.074984116105,-105.053041556369,FALSE
"constraint3_fit","log_mean_recruitment[1]",10.7797856058157,10.7797856058157,10.7832417008137,FALSE
