"parameter","domain","group","component","x","target","requested_target","actual","target_tolerance","target_attained","relative_target_error","objective","penalty","penalty_weight","objective_basis","objective_with_penalty","unit","axis_label","axis_definition","profile_type","profile_id","converged","objective_label","objective_definition","component_id","parent_component_id","fishery","region","group_label","fishery_name"
"average_biomass","total","all","Total",850376.692903456,850434,850434,850376.692903456,850.434,TRUE,6.73857072315265e-05,-41722.7104302954,0.00454113954527452,1e+06,"unpenalized",-41722.7058891559,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties",,,,,"all",
"average_biomass","total","all","CPUE",850376.692903456,850434,850434,850376.692903456,850.434,TRUE,6.73857072315265e-05,-91.4750462571826,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","index",,,,"all",
"average_biomass","total","all","Length",850376.692903456,850434,850434,850376.692903456,850.434,TRUE,6.73857072315265e-05,-42460.6743932599,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition",,,,"all",
"average_biomass","total","all","CAAL",850376.692903456,850434,850434,850376.692903456,850.434,TRUE,6.73857072315265e-05,787.486926890498,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","age_length",,,,"all",
"average_biomass","total","all","Penalties",850376.692903456,850434,850434,850376.692903456,850.434,TRUE,6.73857072315265e-05,41.9520823305129,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","penalties",,,,"all",
"average_biomass","index_region","index","Region 1",850376.692903456,850434,850434,850376.692903456,850.434,TRUE,6.73857072315265e-05,-39.5454202726116,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","index/region/1","index",,"1","CPUE",
"average_biomass","index_region","index","Region 2",850376.692903456,850434,850434,850376.692903456,850.434,TRUE,6.73857072315265e-05,-51.929625984571,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","index/region/2","index",,"2","CPUE",
"average_biomass","length_region","length_composition","Region 1",850376.692903456,850434,850434,850376.692903456,850.434,TRUE,6.73857072315265e-05,-36995.1455463482,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1","length_composition",,"1","Length",
"average_biomass","length_region","length_composition","Region 2",850376.692903456,850434,850434,850376.692903456,850.434,TRUE,6.73857072315265e-05,-5465.52884691158,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/2","length_composition",,"2","Length",
"average_biomass","conditional_age_region","age_length","Region 1",850376.692903456,850434,850434,850376.692903456,850.434,TRUE,6.73857072315265e-05,787.486926890498,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","age_length/region/1","age_length",,"1","CAAL",
"average_biomass","penalties","penalties","Regional recruitment",850376.692903456,850434,850434,850376.692903456,850.434,TRUE,6.73857072315265e-05,0,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","penalties/no_penalty","penalties",,,"Penalties",
"average_biomass","penalties","penalties","Movement",850376.692903456,850434,850434,850376.692903456,850.434,TRUE,6.73857072315265e-05,0,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","penalties/good_penalty","penalties",,,"Penalties",
"average_biomass","penalties","penalties","Configured penalties",850376.692903456,850434,850434,850376.692903456,850.434,TRUE,6.73857072315265e-05,14.3095759889435,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","penalties/call_penalty_base","penalties",,,"Penalties",
"average_biomass","penalties","penalties","Steepness",850376.692903456,850434,850434,850376.692903456,850.434,TRUE,6.73857072315265e-05,27.6425007552204,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","penalties/bh_steep_penalty","penalties",,,"Penalties",
"average_biomass","penalties","penalties","Mean fishing mortality",850376.692903456,850434,850434,850376.692903456,850.434,TRUE,6.73857072315265e-05,0,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","penalties/fish_mortality_average_penalty","penalties",,,"Penalties",
"average_biomass","penalties","penalties","Mortality bound",850376.692903456,850434,850434,850376.692903456,850.434,TRUE,6.73857072315265e-05,0,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","penalties/z_cutoff_penalty","penalties",,,"Penalties",
"average_biomass","penalties","penalties","Parameter bounds",850376.692903456,850434,850434,850376.692903456,850.434,TRUE,6.73857072315265e-05,5.58634897221575e-06,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","penalties/parameter_bound_penalty","penalties",,,"Penalties",
"average_biomass","penalties","penalties","Static terms",850376.692903456,850434,850434,850376.692903456,850.434,TRUE,6.73857072315265e-05,0,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","penalties/static","penalties",,,"Penalties",
"average_biomass","index","index/region/1","18.L.INDEX.1abcd",850376.692903456,850434,850434,850376.692903456,850.434,TRUE,6.73857072315265e-05,-29.5203080542107,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","index/region/1/fishery/18","index/region/1","18","1","Region 1",
"average_biomass","index","index/region/1","19.TR.INDEX.1ef",850376.692903456,850434,850434,850376.692903456,850.434,TRUE,6.73857072315265e-05,-10.0251122184009,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","index/region/1/fishery/19","index/region/1","19","1","Region 1",
"average_biomass","index","index/region/2","20.L.INDEX.2abc",850376.692903456,850434,850434,850376.692903456,850.434,TRUE,6.73857072315265e-05,-51.929625984571,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","index/region/2/fishery/20","index/region/2","20","2","Region 2",
"average_biomass","length","length_composition/region/1","3.LL.DWFN.1c",850376.692903456,850434,850434,850376.692903456,850.434,TRUE,6.73857072315265e-05,-8697.50589784309,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1/fishery/3","length_composition/region/1","3","1","Region 1",
"average_biomass","length","length_composition/region/1","4.LL.DWFN.1d",850376.692903456,850434,850434,850376.692903456,850.434,TRUE,6.73857072315265e-05,-4753.20657724998,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1/fishery/4","length_composition/region/1","4","1","Region 1",
"average_biomass","length","length_composition/region/1","6.LL.PICT.1ab",850376.692903456,850434,850434,850376.692903456,850.434,TRUE,6.73857072315265e-05,-8284.63024341263,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1/fishery/6","length_composition/region/1","6","1","Region 1",
