"parameter","domain","group","component","x","target","requested_target","actual","target_tolerance","target_attained","relative_target_error","objective","penalty","penalty_weight","objective_basis","objective_with_penalty","unit","axis_label","axis_definition","profile_type","profile_id","converged","objective_label","objective_definition","component_id","parent_component_id","fishery","region","group_label","fishery_name"
"average_biomass","length","length_composition/region/1","19.TR.INDEX.1ef",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,-873.685005080183,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1/fishery/19","length_composition/region/1","19","1","Region 1",
"average_biomass","length","length_composition/region/2","14.LL.EPO.2a",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,-3105.22039763936,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/2/fishery/14","length_composition/region/2","14","2","Region 2",
"average_biomass","length","length_composition/region/2","15.LL.EPO.2b",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,-773.72110182416,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/2/fishery/15","length_composition/region/2","15","2","Region 2",
"average_biomass","length","length_composition/region/2","16.LL.EPO.2c",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,-256.38631735301,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/2/fishery/16","length_composition/region/2","16","2","Region 2",
"average_biomass","length","length_composition/region/2","17.TR.EPO.2abc",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,-48.7024103135986,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/2/fishery/17","length_composition/region/2","17","2","Region 2",
"average_biomass","length","length_composition/region/2","20.L.INDEX.2abc",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,-1281.99239404887,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/2/fishery/20","length_composition/region/2","20","2","Region 2",
"average_biomass","conditional_age","age_length/region/1","3.LL.DWFN.1c",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,11.4298172863383,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","age_length/region/1/fishery/3","age_length/region/1","3","1","Region 1",
"average_biomass","conditional_age","age_length/region/1","6.LL.PICT.1ab",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,300.392172318077,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","age_length/region/1/fishery/6","age_length/region/1","6","1","Region 1",
"average_biomass","conditional_age","age_length/region/1","7.LL.AZ.1ab",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,43.5273471610762,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","age_length/region/1/fishery/7","age_length/region/1","7","1","Region 1",
"average_biomass","conditional_age","age_length/region/1","8.LL.DWFN.1cd",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,21.9859865236074,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","age_length/region/1/fishery/8","age_length/region/1","8","1","Region 1",
"average_biomass","conditional_age","age_length/region/1","9.LL.PICT.1cd",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,142.887845832987,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","age_length/region/1/fishery/9","age_length/region/1","9","1","Region 1",
"average_biomass","conditional_age","age_length/region/1","10.LL.AZ.1cd",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,59.2705795840878,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","age_length/region/1/fishery/10","age_length/region/1","10","1","Region 1",
"average_biomass","conditional_age","age_length/region/1","11.TR.ALL1c",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,203.520060076936,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","age_length/region/1/fishery/11","age_length/region/1","11","1","Region 1",
