"parameter","domain","group","component","x","target","requested_target","actual","target_tolerance","target_attained","relative_target_error","objective","penalty","penalty_weight","objective_basis","objective_with_penalty","unit","axis_label","axis_definition","profile_type","profile_id","converged","objective_label","objective_definition","component_id","parent_component_id","fishery","region","group_label","fishery_name"
"average_biomass","total","all","Total",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,-41716.9244206718,0.018384794304371,1e+06,"unpenalized",-41716.9060358775,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties",,,,,"all",
"average_biomass","total","all","CPUE",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,-87.6138644147488,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","index",,,,"all",
"average_biomass","total","all","Length",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,-42442.7914656886,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition",,,,"all",
"average_biomass","total","all","CAAL",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,783.013808783111,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","age_length",,,,"all",
"average_biomass","total","all","Penalties",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,30.4671006473746,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","penalties",,,,"all",
"average_biomass","index_region","index","Region 1",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,-45.4348368655495,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","index/region/1","index",,"1","CPUE",
"average_biomass","index_region","index","Region 2",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,-42.1790275491993,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","index/region/2","index",,"2","CPUE",
"average_biomass","length_region","length_composition","Region 1",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,-36976.7688445096,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1","length_composition",,"1","Length",
"average_biomass","length_region","length_composition","Region 2",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,-5466.022621179,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/2","length_composition",,"2","Length",
"average_biomass","conditional_age_region","age_length","Region 1",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,783.013808783111,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","age_length/region/1","age_length",,"1","CAAL",
"average_biomass","penalties","penalties","Regional recruitment",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,0,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","penalties/no_penalty","penalties",,,"Penalties",
"average_biomass","penalties","penalties","Movement",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,0,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","penalties/good_penalty","penalties",,,"Penalties",
"average_biomass","penalties","penalties","Configured penalties",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,14.9658355325174,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","penalties/call_penalty_base","penalties",,,"Penalties",
"average_biomass","penalties","penalties","Steepness",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,15.5012595287236,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","penalties/bh_steep_penalty","penalties",,,"Penalties",
"average_biomass","penalties","penalties","Mean fishing mortality",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,0,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","penalties/fish_mortality_average_penalty","penalties",,,"Penalties",
"average_biomass","penalties","penalties","Mortality bound",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,0,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","penalties/z_cutoff_penalty","penalties",,,"Penalties",
"average_biomass","penalties","penalties","Parameter bounds",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,5.58613358912964e-06,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","penalties/parameter_bound_penalty","penalties",,,"Penalties",
"average_biomass","penalties","penalties","Static terms",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,0,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","penalties/static","penalties",,,"Penalties",
"average_biomass","index","index/region/1","18.L.INDEX.1abcd",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,-35.524961895621,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","index/region/1/fishery/18","index/region/1","18","1","Region 1",
"average_biomass","index","index/region/1","19.TR.INDEX.1ef",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,-9.90987496992854,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","index/region/1/fishery/19","index/region/1","19","1","Region 1",
"average_biomass","index","index/region/2","20.L.INDEX.2abc",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,-42.1790275491993,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","index/region/2/fishery/20","index/region/2","20","2","Region 2",
"average_biomass","length","length_composition/region/1","3.LL.DWFN.1c",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,-8696.39169383737,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1/fishery/3","length_composition/region/1","3","1","Region 1",
"average_biomass","length","length_composition/region/1","4.LL.DWFN.1d",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,-4750.07751894088,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1/fishery/4","length_composition/region/1","4","1","Region 1",
"average_biomass","length","length_composition/region/1","6.LL.PICT.1ab",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,-8275.19401957162,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1/fishery/6","length_composition/region/1","6","1","Region 1",
"average_biomass","length","length_composition/region/1","7.LL.AZ.1ab",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,-925.528416975131,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1/fishery/7","length_composition/region/1","7","1","Region 1",
"average_biomass","length","length_composition/region/1","8.LL.DWFN.1cd",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,-2364.87263097005,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1/fishery/8","length_composition/region/1","8","1","Region 1",
"average_biomass","length","length_composition/region/1","9.LL.PICT.1cd",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,-335.283250071663,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1/fishery/9","length_composition/region/1","9","1","Region 1",
"average_biomass","length","length_composition/region/1","10.LL.AZ.1cd",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,-2873.37053126215,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1/fishery/10","length_composition/region/1","10","1","Region 1",
"average_biomass","length","length_composition/region/1","11.TR.ALL1c",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,-4711.36796282244,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1/fishery/11","length_composition/region/1","11","1","Region 1",
"average_biomass","length","length_composition/region/1","12.TR.All.1d",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,-1043.46224641282,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1/fishery/12","length_composition/region/1","12","1","Region 1",
"average_biomass","length","length_composition/region/1","13.DN.All.1cd",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,-60.846075339682,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1/fishery/13","length_composition/region/1","13","1","Region 1",
"average_biomass","length","length_composition/region/1","18.L.INDEX.1abcd",695904.35164949,695810,695810,695904.35164949,695.81,TRUE,0.000135599731952984,-2066.68949322562,,,"unpenalized",,"t","Average total biomass","Total biomass summed over regions and averaged across model periods in 1954-2022","quantity","average_biomass:FALSE:",TRUE,"NLL","MFCL fitting criterion, including robust composition terms and penalties","length_composition/region/1/fishery/18","length_composition/region/1","18","1","Region 1",
