"axis","series","bin_unit","bin","variance","predicted","observed","fitted_predicted","lower","upper","unit","n_samples","probability","effective_sample_size","effective_size_type","effective_size_definition","uncertainty","scope","region","group"
"length","F18_R1","cm",93,15181445710.4173,192118.892729536,244873.700350111,192118.892729536,0,433611.953779272,"count",57,0.95,74.5403803636651,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F18_R1","cm",95,15475256691.5565,222120.714655291,251863.942293321,222120.714655291,0,465939.420501018,"count",57,0.95,74.5403803636651,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F18_R1","cm",97,15737282132.3284,232916.451706478,258106.879166187,232916.451706478,0,478790.649744794,"count",57,0.95,74.5403803636651,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F18_R1","cm",99,14317554906.9377,221600.181624281,228270.407016091,221600.181624281,0,456121.604074403,"count",57,0.95,74.5403803636651,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F18_R1","cm",101,11822872132.6488,191577.876826212,177115.583006188,191577.876826212,0,404690.702437207,"count",57,0.95,74.5403803636651,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F18_R1","cm",103,9012437758.59277,150518.908313638,120067.804061376,150518.908313638,0,336585.854662802,"count",57,0.95,74.5403803636651,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F18_R1","cm",105,5863265808.55136,107499.62065933,61134.0400814006,107499.62065933,0,257577.914087574,"count",57,0.95,74.5403803636651,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F18_R1","cm",107,3894013518.28807,69777.6454486768,25569.7168148276,69777.6454486768,0,192083.379483226,"count",57,0.95,74.5403803636651,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F18_R1","cm",109,3139106312.54278,41018.1231298752,12303.4042781826,41018.1231298752,0,150830.452280176,"count",57,0.95,74.5403803636651,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F18_R1","cm",111,2784143108.21768,21999.5788651024,6157.57253901317,21999.5788651024,0,125417.03919525,"count",57,0.95,74.5403803636651,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F18_R1","cm",113,2607629156.00989,10493.9899872707,3455.37933775038,10493.9899872707,0,110579.45357941,"count",57,0.95,74.5403803636651,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F18_R1","cm",115,2523088780.26436,4327.31146506743,1862.65602904055,4327.31146506743,0,102777.002426192,"count",57,0.95,74.5403803636651,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F18_R1","cm",117,2466131594.3447,1513.58785400371,891.586435089514,1513.58785400371,0,98845.7149554286,"count",57,0.95,74.5403803636651,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F18_R1","cm",119,2466533884.14115,218.564129114828,940.66118002136,218.564129114828,0,97558.6295994799,"count",57,0.95,74.5403803636651,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F18_R1","cm",121,,0,807.982104445688,0,,,"count",57,0.95,74.5403803636651,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F18_R1","cm",123,,0,458.25811100405,0,,,"count",57,0.95,74.5403803636651,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F18_R1","cm",125,,0,402.092845551559,0,,,"count",57,0.95,74.5403803636651,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F18_R1","cm",127,,0,176.690169987015,0,,,"count",57,0.95,74.5403803636651,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F18_R1","cm",129,,0,706.484567715352,0,,,"count",57,0.95,74.5403803636651,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",31,,0,0,0,,,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",33,,0,0,0,,,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",35,,0,0,0,,,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",37,,0,0,0,,,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",39,,0,0,0,,,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",41,,0,0,0,,,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",43,,0,17,0,,,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",45,118048.773431143,9.89359939018374,94,9.89359939018374,0,683.302466252797,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",47,142646.619004012,141.00838203493,251,141.00838203493,0,881.25909146732,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",49,164717.780696976,621.701254642658,454,621.701254642658,0,1417.16122948964,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",51,198722.9478533,1294.16653714458,883,1294.16653714458,420.446890515646,2167.88618377352,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",53,198209.767011331,1396.78577972392,908,1396.78577972392,524.19500631785,2269.37655312999,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",55,209870.104180246,1174.41296975014,1045,1174.41296975014,276.522462559425,2072.30347694086,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",57,270715.225117206,1942.4102345392,1830,1942.4102345392,922.635068425272,2962.18540065313,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",59,406150.515104009,3732.11615781936,3983,3732.11615781936,2483.03230203715,4981.20001360157,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",61,530854.243789608,5167.98431458813,6373,5167.98431458813,3739.95955384044,6596.00907533582,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",63,479899.829514019,4855.53733764485,5401,4855.53733764485,3497.77615351259,6213.29852177711,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",65,346635.80140236,3384.82224062101,3109,3384.82224062101,2230.87806655302,4538.76641468901,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",67,285369.911471933,2293.83603983251,2147,2293.83603983251,1246.82278128009,3340.84929838493,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",69,281068.191261991,2052.22740862652,2048,2052.22740862652,1013.13555390918,3091.31926334386,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",71,259004.913414938,1990.59793679848,1792,1990.59793679848,993.12276956827,2988.07310402869,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",73,237727.487855988,1724.7594049772,1527,1724.7594049772,769.133769518502,2680.3850404359,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",75,205202.490378473,1155.04524053705,1049,1155.04524053705,267.195638018252,2042.89484305585,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",77,170150.141007404,614.188763983847,547,614.188763983847,0,1422.6593942576,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",79,154452.889283873,280.797996114565,323,280.797996114565,0,1051.07354026823,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",81,142333.74399807,131.021380248301,197,131.021380248301,0,870.459826884534,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",83,115173.051313635,58.3992605606095,94,58.3992605606095,0,723.555282765189,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",85,40082.8256841774,41.7774761120818,37,41.7774761120818,0,434.175901545758,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",87,21916.8463769516,25.6562391277027,11,25.6562391277027,0,315.815958655653,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",89,4446.14692718446,14.4042802486584,4,14.4042802486584,0,145.093569524922,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",91,1613.31749434554,8.16063833640517,0,8.16063833640517,0,86.8847942177724,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",93,690.118243031305,5.01127795763285,0,5.01127795763285,0,56.4997311487565,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",95,269.003752580158,2.93988781509226,0,2.93988781509226,0,35.0859114906399,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",97,120.249979401332,1.97791864163118,0,1.97791864163118,0,23.4705998159178,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",99,42.1712166764844,1.18039292254714,0,1.18039292254714,0,13.9082753969136,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",101,12.1050036464502,0.637854385117384,0,0.637854385117384,0,7.45700924713589,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",103,2.99921423415059,0.320010934209271,0,0.320010934209271,0,3.71432352660985,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",105,0.379519344603505,0.114399251149088,0,0.114399251149088,0,1.32183783507425,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",107,0.10598981387492,0.0603334248625024,0,0.0603334248625024,0,0.698420805566384,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",109,0.0255389068397131,0.0294183747726338,0,0.0294183747726338,0,0.342638200055615,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",111,0.00390892129426965,0.0112616231645556,0,0.0112616231645556,0,0.133801250164442,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",113,0.000570569298301639,0.00412179734897768,0,0.00412179734897768,0,0.0509386582409479,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",115,0.000102995446013418,0.00172663552528503,0,0.00172663552528503,0,0.0216176577358093,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",117,7.36728248620236e-06,0.000445243829452091,0,0.000445243829452091,0,0.00576512280280923,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",119,2.56478662352008e-07,7.75628787530601e-05,0,7.75628787530601e-05,0,0.00107016159918945,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",121,0,0,0,0,0,0,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",123,0,0,0,0,0,0,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",125,0,0,0,0,0,0,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",127,0,0,0,0,0,0,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F19_R1","cm",129,0,0,0,0,0,0,"count",25,0.95,437.745454545455,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",31,,0,0,0,,,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",33,,0,0,0,,,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",35,,0,0,0,,,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",37,,0,0,0,,,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",39,,0,0,0,,,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",41,,0,0,0,,,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",43,,0,0,0,,,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",45,,0,0,0,,,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",47,,0,0,0,,,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",49,,0,0,0,,,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",51,,0,0.0842888470634712,0,,,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",53,4924.0097765574,6.75761896958188e-07,0.550158465208784,6.75761896958188e-07,0,137.53319953822,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",55,5587.38247832194,3.63266999237849e-06,0.550158465208784,3.63266999237849e-06,0,146.504951350969,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",57,11735.7005419787,1.15050497275995e-05,0,1.15050497275995e-05,0,212.325729127784,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",59,28483.0974283368,2.13416028739459e-05,2.26265688630883,2.13416028739459e-05,0,330.781891849608,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",61,69209.4338184528,2.39677830596626e-05,5.64751384186969,2.39677830596626e-05,0,515.621193061083,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",63,90574.4740203181,1.82398371957372e-05,4.4492426190207,1.82398371957372e-05,0,589.862809196413,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",65,89062.0874138913,1.28922315607632e-05,0.845118894318417,1.28922315607632e-05,0,584.917392772095,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",67,90768.8928830294,1.13783641414906e-05,0.403117640647613,1.13783641414906e-05,0,590.495535671439,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",69,96195.6470923399,1.05564020661682e-05,2.05806784475122,1.05564020661682e-05,0,607.891133238127,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",71,102856.111530211,9.38172376159624e-06,13.3186645594459,9.38172376159624e-06,0,628.583748353731,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",73,109885.851506389,8.37327863779091e-06,10.1860530388291,8.37327863779091e-06,0,649.709153713485,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",75,111387.35846536,7.92534367481623e-06,24.6256657757598,7.92534367481623e-06,0,654.132984231059,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",77,127730.692347012,24.2737844949749,37.0711005835586,24.2737844949749,0,724.753759076545,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",79,137816.973616731,84.2664709754346,127.420495745934,84.2664709754346,0,811.877788191818,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",81,148130.866960417,228.280891971824,177.42285423186,228.280891971824,0,982.627380995376,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",83,175149.874323143,517.184061046008,455.772263876289,517.184061046008,0,1337.44684190474,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",85,240839.112704849,998.477737865432,929.623087284202,998.477737865432,36.618323050467,1960.3371526804,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",87,322599.478996165,1678.93983148946,1703.16550029176,1678.93983148946,565.722595662984,2792.15706731594,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",89,431454.943178564,2470.04731710666,2981.51897821688,2470.04731710666,1182.6404671927,3757.45416702061,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",91,509336.709801896,3198.30456786146,3732.02680992371,3198.30456786146,1799.52081167474,4597.08832404817,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",93,545248.783318993,3672.13311680939,4051.27151395659,3672.13311680939,2224.87683399232,5119.38939962646,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",95,529972.887871144,3772.00672678751,4016.03401308729,3772.00672678751,2345.16790448089,5198.84554909413,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",97,520082.550867287,3500.7650250394,3420.00415593259,3500.7650250394,2087.30271478198,4914.22733529682,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F20_R2","cm",99,420090.984704225,2964.33813881095,2565.51819077614,2964.33813881095,1693.99872798952,4234.67754963237,"count",39,0.95,346.104330419679,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
