"axis","series","bin_unit","bin","variance","predicted","observed","fitted_predicted","lower","upper","unit","n_samples","probability","effective_sample_size","effective_size_type","effective_size_definition","uncertainty","scope","region","group"
"length","F13_R1","cm",55,3955995.53867816,871.561703321709,423,871.561703321709,0,4769.86825318177,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",57,6398356.74267816,1467.14588227828,1086,1467.14588227828,0,6424.86954814639,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",59,7207850.59067816,1606.40687355733,1345,1606.40687355733,0,6868.40851074882,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",61,6531886.44667816,1234.4977352256,1168,1234.4977352256,0,6243.68657238918,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",63,6967236.64267816,989.221611356782,1231,989.221611356782,0,6162.64916539476,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",65,8919035.45867816,1230.08612036959,1858,1230.08612036959,0,7083.47039229492,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",67,9272838.26667816,1677.2058443015,2100,1677.2058443015,0,7645.55790767719,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",69,7622079.50267816,1839.67858149342,1537,1839.67858149342,0,7250.76946389366,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",71,6925072.11867816,1562.24897750113,1268,1562.24897750113,0,6719.99842607258,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",73,8410579.51467816,1085.69548906072,1574,1085.69548906072,0,6769.78687324956,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",75,7810753.37867816,730.535500415173,1378,730.535500415173,0,6208.18896360447,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",77,6212048.53067816,579.797983776205,976,579.797983776205,0,5464.80858998307,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",79,4269877.76667816,519.708671499308,441,519.708671499308,0,4569.71603076318,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",81,3339196.62267816,431.382394429113,216,431.382394429113,0,4012.91646800974,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",83,2864488.62267816,315.627884358047,113,315.627884358047,0,3632.82777076299,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",85,2620959.12267816,197.664055512573,59,197.664055512573,0,3370.72354762594,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",87,2545446.89867816,115.195290215448,43,115.195290215448,0,3242.21135054128,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",89,2385728.06267816,70.8109324376212,10,70.8109324376212,0,3098.13253909796,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",91,2367414.21467816,48.8518625324397,4,48.8518625324397,0,3064.53158976013,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",93,2348401.55067816,33.2424323398042,0,33.2424323398042,0,3036.78831202674,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",95,2348401.55067816,23.9975703550677,0,23.9975703550677,0,3027.54345004201,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",97,2357909.31467816,15.4892938173028,2,15.4892938173028,0,3025.10912616611,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",99,496184.909921299,9.20674399109669,2,9.20674399109669,0,1389.81309589322,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",101,155820.312618316,5.2072153578166,0,5.2072153578166,0,778.884999936738,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",103,47082.4026591549,2.87398177397179,0,2.87398177397179,0,428.156371480486,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",105,11244.0746156993,1.41388081517887,0,1.41388081517887,0,209.244700505187,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",107,3587.91687529416,0.79152095343755,0,0.79152095343755,0,118.191840069341,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",109,844.144522780638,0.376143836068064,0,0.376143836068064,0,57.3212614755665,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",111,213.112180701178,0.189226798650578,0,0.189226798650578,0,28.8014910633308,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",113,34.0988658579643,0.0760487904560339,0,0.0760487904560339,0,11.5211083807658,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",115,4.8382609669639,0.0286705642094384,0,0.0286705642094384,0,4.33981661466558,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",117,0.565636902269872,0.00969425467512529,0,0.00969425467512529,0,1.4837603547991,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",119,0.000169639770818075,0.000167411554950613,0,0.000167411554950613,0,0.0256951257877138,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",121,0,0,0,0,0,0,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",123,0,0,0,0,0,0,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",125,0,0,0,0,0,0,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",127,0,0,0,0,0,0,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F13_R1","cm",129,0,0,0,0,0,0,"count",2,0.95,5.58659217877095,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",31,,0,5.24119473404328,0,,,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",33,,0,2.17591870719375,0,,,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",35,,0,2.59282191698222,0,,,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",37,,0,2.86538259667061,0,,,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",39,1434165.67478958,0,2.94771019142817,0,0,2347.18733418472,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",41,1434947.73040311,1.04479569691603e-06,1.80107669021793,1.04479569691603e-06,0,2347.8272127859,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",43,1440412.109102,1.10969526248042e-05,1.43489825116822,1.10969526248042e-05,0,2352.29331805179,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",45,1534001.05311418,4.78532477484922e-05,1.18226321962346,4.78532477484922e-05,0,2427.50944565989,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",47,1708581.65028824,8.57763013733138e-05,3.58017222656343,8.57763013733138e-05,0,2561.92242093322,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",49,1590335.1869842,7.19932707830378e-05,0.736927547857042,7.19932707830378e-05,0,2471.68110560192,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",51,1504345.22535434,4.80610761554997e-05,1.90397817234913,4.80610761554997e-05,0,2403.93021245989,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",53,2748714.99714593,4.22478709827487e-05,3.18792782389132,4.22478709827487e-05,0,3249.47314897771,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",55,2733956.0676478,4.3876820568529e-05,1.40118151804672,4.3876820568529e-05,0,3240.73756047021,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",57,2737882.96692012,5.38963664452635e-05,0.677371563528922,5.38963664452635e-05,0,3243.06414103734,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",59,2761185.69957551,5.98038197781507e-05,5.03574995177518,5.98038197781507e-05,0,3256.83612586683,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",61,2861137.63170543,5.34797799517298e-05,14.7749361502499,5.34797799517298e-05,0,3315.25907692497,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",63,2958739.06550583,4.11955660960479e-05,25.2983067930058,4.11955660960479e-05,0,3371.33127400548,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",65,3493007.73831147,3.40118999033727e-05,20.6639827654632,3.40118999033727e-05,0,3663.0923597784,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",67,3494583.22723007,3.35156549072368e-05,33.8500700499001,3.35156549072368e-05,0,3663.91836815314,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",69,4137839.99809609,2.33763462905915,53.9838173348859,2.33763462905915,0,3989.23391611259,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",71,4169662.30050781,7.39337763314913,113.002245777384,7.39337763314913,0,4009.59102687556,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",73,4496501.16152197,19.3699881939818,197.738698437956,19.3699881939818,0,4175.46479572544,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",75,4532003.83283017,42.1778726213178,219.240299089365,42.1778726213178,0,4214.64789636565,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",77,4607700.9174918,91.5054471147194,243.162494469149,91.5054471147194,0,4298.67710187511,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",79,4920269.12111137,318.56625672661,378.195063643848,318.56625672661,0,4666.09557985741,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",81,5411395.15330776,880.402706052443,659.70168875303,880.402706052443,0,5439.75042737569,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",83,6295307.02625881,1968.46511130233,1351.43951573048,1968.46511130233,0,6886.103030568,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",85,7563467.91681458,3918.99935373256,2785.25092923946,3918.99935373256,0,9309.24522419935,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",87,9685051.40120474,7033.67943507642,5229.34757540254,7033.67943507642,934.111734490261,13133.2471356626,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",89,11282422.9701191,11258.923442586,8655.96880685475,11258.923442586,4675.53804923659,17842.3088359354,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",91,16897268.8724463,16008.1565553546,14524.4154724072,16008.1565553546,7951.47221527409,24064.8408954352,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",93,21005122.1098444,20209.2849815705,19570.9177211916,20209.2849815705,11226.5063686568,29192.0635944841,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",95,27405976.2367614,22685.6858693347,24979.6550341116,22685.6858693347,12425.1337811457,32946.2379575238,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",97,29480869.6989356,22694.9104337723,24654.4919547402,22694.9104337723,12053.0333931976,33336.7874743469,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",99,25885563.8863844,20288.6209610997,20409.7004250803,20288.6209610997,10316.7441207054,30260.497801494,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",101,20732156.172981,16255.1737220741,14995.2363243459,16255.1737220741,7330.95251220342,25179.3949319448,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",103,19981473.934361,11707.7968184311,12745.1579994624,11707.7968184311,2946.63198174293,20468.9616551192,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",105,14958641.2349144,7605.03652009206,8169.43319269094,7605.03652009206,24.6008916165674,15185.4721485675,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",107,10998503.8551593,4466.98610969171,4658.96873691022,4466.98610969171,0,10967.0091595616,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",109,9036834.28334837,2367.8209976819,2897.1292411268,2367.8209976819,0,8259.73297673587,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",111,7642241.55557336,1143.01273361702,1722.5061670303,1143.01273361702,0,6561.2556437801,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",113,6500547.35889347,436.757278866052,1051.69543290678,436.757278866052,0,5433.91497011027,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",115,5899778.94523034,150.104793268851,531.815027581367,150.104793268851,0,4910.75158433628,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",117,5454879.31143403,41.6903736690378,285.1574471654,41.6903736690378,0,4619.32013662826,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",119,5194256.53458875,3.18710315197697,152.573957498585,3.18710315197697,0,4470.12370240476,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",121,,0,98.2438979327622,0,,,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",123,,0,35.2364805723164,0,,,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",125,,0,43.7712205855765,0,,,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",127,,0,12.4272022191716,0,,,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F14_R2","cm",129,,0,49.1305641727737,0,,,"count",119,0.95,502.039751621126,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F15_R2","cm",31,,0,0.514274072196711,0,,,"count",65,0.95,113.393344092071,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F15_R2","cm",33,,0,0,0,,,"count",65,0.95,113.393344092071,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F15_R2","cm",35,,0,0.500531496466208,0,,,"count",65,0.95,113.393344092071,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F15_R2","cm",37,,0,0.994191705067165,0,,,"count",65,0.95,113.393344092071,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F15_R2","cm",39,,0,1.98838341013433,0,,,"count",65,0.95,113.393344092071,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F15_R2","cm",41,,5.73715134810064e-08,0.240383278805141,5.73715134810064e-08,,,"count",65,0.95,113.393344092071,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F15_R2","cm",43,,6.09352593039258e-07,0.888187370629979,6.09352593039258e-07,,,"count",65,0.95,113.393344092071,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F15_R2","cm",45,,2.61621972226433e-06,3.50243583749716,2.61621972226433e-06,,,"count",65,0.95,113.393344092071,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F15_R2","cm",47,,4.5464514485271e-06,1.23801062780493,4.5464514485271e-06,,,"count",65,0.95,113.393344092071,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F15_R2","cm",49,,3.25395035896355e-06,7.69826917235972,3.25395035896355e-06,,,"count",65,0.95,113.393344092071,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F15_R2","cm",51,,0.873078871001625,24.1653919834123,0.873078871001625,,,"count",65,0.95,113.393344092071,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F15_R2","cm",53,44925.6313477344,3.75706585546736,14.4693559177335,3.75706585546736,0,419.184511766311,"count",65,0.95,113.393344092071,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F15_R2","cm",55,250119.930010684,10.2346106950276,14.5342977931512,10.2346106950276,0,990.451633282852,"count",65,0.95,113.393344092071,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
"length","F15_R2","cm",57,447092.758865863,18.5333423425611,40.911174542901,18.5333423425611,0,1329.06316734226,"count",65,0.95,113.393344092071,"working","Sum of original square-fita working sample sizes; MFCL information-weight convention","Square-fita working-normal reference range; independent records and fixed within-tail shape","axis/series/bin_unit",,
