"time","metric","group","value","unit","definition","model","label"
2038,"catch","all",103494.541675395,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2039,"total_biomass","all",2671545.8300516,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2039,"biomass_depletion","all",0.846751060747276,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2039,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
2039,"catch","all",104752.810326596,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2040,"total_biomass","all",2682685.86994818,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2040,"biomass_depletion","all",0.850281915615302,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2040,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
2040,"catch","all",105189.617538806,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2041,"total_biomass","all",2702987.32760182,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2041,"biomass_depletion","all",0.856716497650006,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2041,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
2041,"catch","all",105985.64907943,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2042,"total_biomass","all",2709839.84475382,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2042,"biomass_depletion","all",0.85888841478576,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2042,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
2042,"catch","all",106254.340120179,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2043,"total_biomass","all",2707901.13913694,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2043,"biomass_depletion","all",0.858273938695137,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2043,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
2043,"catch","all",106178.322385622,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2044,"total_biomass","all",2715871.94761492,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2044,"biomass_depletion","all",0.86080030019634,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2044,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
2044,"catch","all",106490.862256453,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2045,"total_biomass","all",2716873.6097068,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2045,"biomass_depletion","all",0.861117778724792,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2045,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
2045,"catch","all",106530.137988856,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2046,"total_biomass","all",2723303.27041901,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2046,"biomass_depletion","all",0.863155670782292,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2046,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
2046,"catch","all",106782.248591442,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2047,"total_biomass","all",2743470.87843633,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2047,"biomass_depletion","all",0.869547828943797,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2047,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
2047,"catch","all",107573.031812757,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2048,"total_biomass","all",2742122.42372887,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2048,"biomass_depletion","all",0.869120433897427,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2048,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
2048,"catch","all",107520.1581474,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2049,"total_biomass","all",2740585.5808896,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2049,"biomass_depletion","all",0.868633328907606,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2049,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
2049,"catch","all",107459.897677737,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2050,"total_biomass","all",2728854.60272286,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2050,"biomass_depletion","all",0.864915175135153,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2050,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
2050,"catch","all",106999.919444528,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2051,"total_biomass","all",2734064.57374913,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2051,"biomass_depletion","all",0.866566484442047,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2051,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
2051,"catch","all",107204.205330468,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2052,"total_biomass","all",2734401.38209281,"t","Illustrative surplus-production total_biomass","lower-F-12","lower-F 12"
2052,"biomass_depletion","all",0.866673236427757,"ratio","Illustrative surplus-production biomass_depletion","lower-F-12","lower-F 12"
2052,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-12","lower-F 12"
2052,"catch","all",107217.411774521,"t","Illustrative surplus-production catch","lower-F-12","lower-F 12"
2023,"total_biomass","all",902918.314809643,"t","Illustrative surplus-production total_biomass","lower-F-13","lower-F 13"
2023,"biomass_depletion","all",0.286181517918576,"ratio","Illustrative surplus-production biomass_depletion","lower-F-13","lower-F 13"
2023,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-13","lower-F 13"
2023,"catch","all",35403.9335233253,"t","Illustrative surplus-production catch","lower-F-13","lower-F 13"
2024,"total_biomass","all",1032450.7769499,"t","Illustrative surplus-production total_biomass","lower-F-13","lower-F 13"
2024,"biomass_depletion","all",0.327237055309957,"ratio","Illustrative surplus-production biomass_depletion","lower-F-13","lower-F 13"
2024,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-13","lower-F 13"
2024,"catch","all",40482.9740118254,"t","Illustrative surplus-production catch","lower-F-13","lower-F 13"
2025,"total_biomass","all",1186242.61917323,"t","Illustrative surplus-production total_biomass","lower-F-13","lower-F 13"
2025,"biomass_depletion","all",0.375981645079681,"ratio","Illustrative surplus-production biomass_depletion","lower-F-13","lower-F 13"
2025,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-13","lower-F 13"
2025,"catch","all",46513.2383991995,"t","Illustrative surplus-production catch","lower-F-13","lower-F 13"
2026,"total_biomass","all",1351889.0491508,"t","Illustrative surplus-production total_biomass","lower-F-13","lower-F 13"
2026,"biomass_depletion","all",0.428483566893911,"ratio","Illustrative surplus-production biomass_depletion","lower-F-13","lower-F 13"
2026,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-13","lower-F 13"
2026,"catch","all",53008.3278210352,"t","Illustrative surplus-production catch","lower-F-13","lower-F 13"
2027,"total_biomass","all",1531195.44820345,"t","Illustrative surplus-production total_biomass","lower-F-13","lower-F 13"
2027,"biomass_depletion","all",0.485315039477585,"ratio","Illustrative surplus-production biomass_depletion","lower-F-13","lower-F 13"
2027,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-13","lower-F 13"
2027,"catch","all",60039.0322914671,"t","Illustrative surplus-production catch","lower-F-13","lower-F 13"
2028,"total_biomass","all",1695447.80628906,"t","Illustrative surplus-production total_biomass","lower-F-13","lower-F 13"
2028,"biomass_depletion","all",0.537375107800107,"ratio","Illustrative surplus-production biomass_depletion","lower-F-13","lower-F 13"
2028,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-13","lower-F 13"
2028,"catch","all",66479.4593725574,"t","Illustrative surplus-production catch","lower-F-13","lower-F 13"
2029,"total_biomass","all",1867243.90217552,"t","Illustrative surplus-production total_biomass","lower-F-13","lower-F 13"
2029,"biomass_depletion","all",0.591826176835776,"ratio","Illustrative surplus-production biomass_depletion","lower-F-13","lower-F 13"
2029,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-13","lower-F 13"
2029,"catch","all",73215.6806437065,"t","Illustrative surplus-production catch","lower-F-13","lower-F 13"
2030,"total_biomass","all",2071822.28110593,"t","Illustrative surplus-production total_biomass","lower-F-13","lower-F 13"
2030,"biomass_depletion","all",0.656667647050022,"ratio","Illustrative surplus-production biomass_depletion","lower-F-13","lower-F 13"
2030,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-13","lower-F 13"
2030,"catch","all",81237.3136188764,"t","Illustrative surplus-production catch","lower-F-13","lower-F 13"
2031,"total_biomass","all",2196821.64622524,"t","Illustrative surplus-production total_biomass","lower-F-13","lower-F 13"
2031,"biomass_depletion","all",0.696286411518484,"ratio","Illustrative surplus-production biomass_depletion","lower-F-13","lower-F 13"
2031,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-13","lower-F 13"
2031,"catch","all",86138.6088308083,"t","Illustrative surplus-production catch","lower-F-13","lower-F 13"
2032,"total_biomass","all",2311794.97732509,"t","Illustrative surplus-production total_biomass","lower-F-13","lower-F 13"
2032,"biomass_depletion","all",0.732727407203954,"ratio","Illustrative surplus-production biomass_depletion","lower-F-13","lower-F 13"
2032,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-13","lower-F 13"
2032,"catch","all",90646.777625759,"t","Illustrative surplus-production catch","lower-F-13","lower-F 13"
2033,"total_biomass","all",2395278.73863536,"t","Illustrative surplus-production total_biomass","lower-F-13","lower-F 13"
2033,"biomass_depletion","all",0.759187729407477,"ratio","Illustrative surplus-production biomass_depletion","lower-F-13","lower-F 13"
2033,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-13","lower-F 13"
2033,"catch","all",93920.2227284083,"t","Illustrative surplus-production catch","lower-F-13","lower-F 13"
2034,"total_biomass","all",2489463.75709049,"t","Illustrative surplus-production total_biomass","lower-F-13","lower-F 13"
2034,"biomass_depletion","all",0.789039833528724,"ratio","Illustrative surplus-production biomass_depletion","lower-F-13","lower-F 13"
2034,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-13","lower-F 13"
2034,"catch","all",97613.2701254828,"t","Illustrative surplus-production catch","lower-F-13","lower-F 13"
2035,"total_biomass","all",2534156.30735739,"t","Illustrative surplus-production total_biomass","lower-F-13","lower-F 13"
2035,"biomass_depletion","all",0.803205214455491,"ratio","Illustrative surplus-production biomass_depletion","lower-F-13","lower-F 13"
2035,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-13","lower-F 13"
2035,"catch","all",99365.6900871608,"t","Illustrative surplus-production catch","lower-F-13","lower-F 13"
2036,"total_biomass","all",2578925.08179391,"t","Illustrative surplus-production total_biomass","lower-F-13","lower-F 13"
2036,"biomass_depletion","all",0.81739475476435,"ratio","Illustrative surplus-production biomass_depletion","lower-F-13","lower-F 13"
2036,"fishing_mortality","all",0.04,"per year","Illustrative surplus-production fishing_mortality","lower-F-13","lower-F 13"
