"time","metric","group","facet","value","lower","upper","probability","unit","definition","label","uncertainty"
1954,"dynamic_spawning_depletion","Ensemble","all",0.99879021167396,0.9585450384618,1.04244715069478,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1954,"dynamic_spawning_depletion","Ensemble","all",0.99879021167396,0.928087599412434,1.07060618736174,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1954,"dynamic_spawning_depletion","Ensemble","all",0.99879021167396,0.901224192399418,1.10517129684315,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1955,"dynamic_spawning_depletion","Ensemble","all",0.991064131493225,0.951766669989224,1.03558102751362,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1955,"dynamic_spawning_depletion","Ensemble","all",0.991064131493225,0.920864310453145,1.06464087761257,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1955,"dynamic_spawning_depletion","Ensemble","all",0.991064131493225,0.893485088646898,1.09976116471107,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1956,"dynamic_spawning_depletion","Ensemble","all",0.98632789453686,0.947298198574778,1.03084976321677,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1956,"dynamic_spawning_depletion","Ensemble","all",0.98632789453686,0.915602709677051,1.06137060961763,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1956,"dynamic_spawning_depletion","Ensemble","all",0.98632789453686,0.887657515837657,1.09665785946104,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1957,"dynamic_spawning_depletion","Ensemble","all",0.981662347426845,0.943043313953449,1.02644558582253,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1957,"dynamic_spawning_depletion","Ensemble","all",0.981662347426845,0.910440481325663,1.05845436706989,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1957,"dynamic_spawning_depletion","Ensemble","all",0.981662347426845,0.881932850460519,1.09364466097873,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1958,"dynamic_spawning_depletion","Ensemble","all",0.977799068347194,0.937868765843978,1.02106872818747,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1958,"dynamic_spawning_depletion","Ensemble","all",0.977799068347194,0.90440087999126,1.05448740310541,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1958,"dynamic_spawning_depletion","Ensemble","all",0.977799068347194,0.875365491799981,1.08954580788215,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1959,"dynamic_spawning_depletion","Ensemble","all",0.965799364665859,0.925437404781669,1.00883662490499,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1959,"dynamic_spawning_depletion","Ensemble","all",0.965799364665859,0.892104798404585,1.04317072467501,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1959,"dynamic_spawning_depletion","Ensemble","all",0.965799364665859,0.862755413745426,1.07785288532406,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1960,"dynamic_spawning_depletion","Ensemble","all",0.955993448257941,0.91328498212512,0.997445573623232,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1960,"dynamic_spawning_depletion","Ensemble","all",0.955993448257941,0.880690199400124,1.03281142917053,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1960,"dynamic_spawning_depletion","Ensemble","all",0.955993448257941,0.851015036904715,1.06714917567681,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1961,"dynamic_spawning_depletion","Ensemble","all",0.942089554311028,0.897572878736499,0.982160429277613,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1961,"dynamic_spawning_depletion","Ensemble","all",0.942089554311028,0.866254374148992,1.0188281500373,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1961,"dynamic_spawning_depletion","Ensemble","all",0.942089554311028,0.836374222146101,1.05270099629108,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1962,"dynamic_spawning_depletion","Ensemble","all",0.921360845244359,0.878665754790964,0.96104640870991,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1962,"dynamic_spawning_depletion","Ensemble","all",0.921360845244359,0.846818140730943,0.998855222727677,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1962,"dynamic_spawning_depletion","Ensemble","all",0.921360845244359,0.816930948555004,1.03206403167942,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1963,"dynamic_spawning_depletion","Ensemble","all",0.893320123809043,0.852674916670877,0.932421027321259,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1963,"dynamic_spawning_depletion","Ensemble","all",0.893320123809043,0.82063820841491,0.970778837889818,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1963,"dynamic_spawning_depletion","Ensemble","all",0.893320123809043,0.791016953941161,1.00305419494691,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1964,"dynamic_spawning_depletion","Ensemble","all",0.872044990497753,0.832240772631886,0.910003604101034,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1964,"dynamic_spawning_depletion","Ensemble","all",0.872044990497753,0.799859208628341,0.948588577750363,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1964,"dynamic_spawning_depletion","Ensemble","all",0.872044990497753,0.770445314541805,0.980614168443021,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1965,"dynamic_spawning_depletion","Ensemble","all",0.870243077774132,0.829160229215392,0.908177891523371,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1965,"dynamic_spawning_depletion","Ensemble","all",0.870243077774132,0.796074894535509,0.946998391862438,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1965,"dynamic_spawning_depletion","Ensemble","all",0.870243077774132,0.76680016420769,0.9796179149444,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1966,"dynamic_spawning_depletion","Ensemble","all",0.85832104004431,0.81829627381352,0.897288427387497,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1966,"dynamic_spawning_depletion","Ensemble","all",0.85832104004431,0.784432738685196,0.935725968147614,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1966,"dynamic_spawning_depletion","Ensemble","all",0.85832104004431,0.75513245260487,0.968314156370431,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1967,"dynamic_spawning_depletion","Ensemble","all",0.827125082725123,0.789762988025523,0.866381391387083,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1967,"dynamic_spawning_depletion","Ensemble","all",0.827125082725123,0.75592227570676,0.904322764607714,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1967,"dynamic_spawning_depletion","Ensemble","all",0.827125082725123,0.727074363299382,0.935817284873679,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1968,"dynamic_spawning_depletion","Ensemble","all",0.786026362167757,0.75083656135611,0.824084450662629,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1968,"dynamic_spawning_depletion","Ensemble","all",0.786026362167757,0.717917341038759,0.860857562034152,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1968,"dynamic_spawning_depletion","Ensemble","all",0.786026362167757,0.689936676860982,0.891335121629519,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1969,"dynamic_spawning_depletion","Ensemble","all",0.761324024792012,0.725962053098018,0.797808856250527,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1969,"dynamic_spawning_depletion","Ensemble","all",0.761324024792012,0.693962078004621,0.833989416432926,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1969,"dynamic_spawning_depletion","Ensemble","all",0.761324024792012,0.666350087471384,0.864080660730423,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1970,"dynamic_spawning_depletion","Ensemble","all",0.745847186923465,0.710802854360498,0.781434211667936,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1970,"dynamic_spawning_depletion","Ensemble","all",0.745847186923465,0.678676689486659,0.817439810384355,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1970,"dynamic_spawning_depletion","Ensemble","all",0.745847186923465,0.651119061400995,0.847486461400517,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1971,"dynamic_spawning_depletion","Ensemble","all",0.714999015391312,0.68220263861887,0.750265402636935,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1971,"dynamic_spawning_depletion","Ensemble","all",0.714999015391312,0.65060668359374,0.785379447196211,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1971,"dynamic_spawning_depletion","Ensemble","all",0.714999015391312,0.623656671937139,0.814777395857986,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1972,"dynamic_spawning_depletion","Ensemble","all",0.681880696695512,0.650980409169028,0.716720150256937,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1972,"dynamic_spawning_depletion","Ensemble","all",0.681880696695512,0.620470978468213,0.750672929451697,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1972,"dynamic_spawning_depletion","Ensemble","all",0.681880696695512,0.594260569023869,0.779277021908189,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1973,"dynamic_spawning_depletion","Ensemble","all",0.643008999309192,0.612503626313991,0.676443529154954,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1973,"dynamic_spawning_depletion","Ensemble","all",0.643008999309192,0.584298836368277,0.708488306708493,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1973,"dynamic_spawning_depletion","Ensemble","all",0.643008999309192,0.559136263358773,0.735960832539235,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1974,"dynamic_spawning_depletion","Ensemble","all",0.608248427927471,0.578052065271616,0.640372008642334,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1974,"dynamic_spawning_depletion","Ensemble","all",0.608248427927471,0.551906891567832,0.67070799041171,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1974,"dynamic_spawning_depletion","Ensemble","all",0.608248427927471,0.527686462442435,0.697165073301668,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1975,"dynamic_spawning_depletion","Ensemble","all",0.615127045381638,0.584401986724214,0.648771032584847,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1975,"dynamic_spawning_depletion","Ensemble","all",0.615127045381638,0.557418148730736,0.679504896575435,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1975,"dynamic_spawning_depletion","Ensemble","all",0.615127045381638,0.532955858132787,0.706763459859175,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1976,"dynamic_spawning_depletion","Ensemble","all",0.669954709561839,0.636264712265211,0.706939974687775,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1976,"dynamic_spawning_depletion","Ensemble","all",0.669954709561839,0.605646487031993,0.740586586677062,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1976,"dynamic_spawning_depletion","Ensemble","all",0.669954709561839,0.579067696228107,0.770789746504941,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1977,"dynamic_spawning_depletion","Ensemble","all",0.711011140755815,0.67562307187082,0.751148397298036,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1977,"dynamic_spawning_depletion","Ensemble","all",0.711011140755815,0.642203298359984,0.787726876941592,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1977,"dynamic_spawning_depletion","Ensemble","all",0.711011140755815,0.61402021220964,0.820377189507064,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1978,"dynamic_spawning_depletion","Ensemble","all",0.715228089599347,0.67898611556421,0.755900150845815,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1978,"dynamic_spawning_depletion","Ensemble","all",0.715228089599347,0.644799158894094,0.793369378662278,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1978,"dynamic_spawning_depletion","Ensemble","all",0.715228089599347,0.616502153426839,0.826780856576053,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1979,"dynamic_spawning_depletion","Ensemble","all",0.700406558954755,0.664196016054929,0.740983430956825,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1979,"dynamic_spawning_depletion","Ensemble","all",0.700406558954755,0.630139300937265,0.778048553474883,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1979,"dynamic_spawning_depletion","Ensemble","all",0.700406558954755,0.602485643208654,0.811013383791842,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1980,"dynamic_spawning_depletion","Ensemble","all",0.676458507658586,0.640544242091336,0.716254428337038,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1980,"dynamic_spawning_depletion","Ensemble","all",0.676458507658586,0.606885457911118,0.752147435151198,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1980,"dynamic_spawning_depletion","Ensemble","all",0.676458507658586,0.580252294881002,0.784014871267311,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1981,"dynamic_spawning_depletion","Ensemble","all",0.641164797585513,0.605808092213326,0.678173979112067,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1981,"dynamic_spawning_depletion","Ensemble","all",0.641164797585513,0.573932267802973,0.713355951709704,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1981,"dynamic_spawning_depletion","Ensemble","all",0.641164797585513,0.548268682751561,0.743579846862106,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1982,"dynamic_spawning_depletion","Ensemble","all",0.629252481581444,0.592915267602068,0.66487830237601,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1982,"dynamic_spawning_depletion","Ensemble","all",0.629252481581444,0.56201304749765,0.70054431281856,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1982,"dynamic_spawning_depletion","Ensemble","all",0.629252481581444,0.536408178514787,0.730225396728344,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1983,"dynamic_spawning_depletion","Ensemble","all",0.654594714679894,0.615880393311049,0.691088406782858,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1983,"dynamic_spawning_depletion","Ensemble","all",0.654594714679894,0.583474594300941,0.729380459630907,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1983,"dynamic_spawning_depletion","Ensemble","all",0.654594714679894,0.556398417328901,0.760283290798518,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1984,"dynamic_spawning_depletion","Ensemble","all",0.683316967647145,0.641786043900068,0.721879008785638,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1984,"dynamic_spawning_depletion","Ensemble","all",0.683316967647145,0.608017166416719,0.762237608523188,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1984,"dynamic_spawning_depletion","Ensemble","all",0.683316967647145,0.579286569261952,0.79453255118962,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1985,"dynamic_spawning_depletion","Ensemble","all",0.698987849412506,0.655179467048174,0.73824083111386,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1985,"dynamic_spawning_depletion","Ensemble","all",0.698987849412506,0.620573650067046,0.780206609778725,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1985,"dynamic_spawning_depletion","Ensemble","all",0.698987849412506,0.590722301600487,0.813262873926584,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1986,"dynamic_spawning_depletion","Ensemble","all",0.693503956331033,0.649202556962441,0.73215095318837,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1986,"dynamic_spawning_depletion","Ensemble","all",0.693503956331033,0.614721158904666,0.774788636786216,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1986,"dynamic_spawning_depletion","Ensemble","all",0.693503956331033,0.584627638831719,0.807898774205584,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1987,"dynamic_spawning_depletion","Ensemble","all",0.683079171782372,0.638115042262098,0.72088399322071,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1987,"dynamic_spawning_depletion","Ensemble","all",0.683079171782372,0.604539321993263,0.76388034487159,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1987,"dynamic_spawning_depletion","Ensemble","all",0.683079171782372,0.574428002158242,0.796790098099159,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1988,"dynamic_spawning_depletion","Ensemble","all",0.665864290062174,0.621065483948473,0.702821507580534,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1988,"dynamic_spawning_depletion","Ensemble","all",0.665864290062174,0.588386860852925,0.745133553455071,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1988,"dynamic_spawning_depletion","Ensemble","all",0.665864290062174,0.558576417022878,0.777718350971141,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1989,"dynamic_spawning_depletion","Ensemble","all",0.639472512052034,0.595520500189605,0.674802516967382,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1989,"dynamic_spawning_depletion","Ensemble","all",0.639472512052034,0.564185978348777,0.716083996787317,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1989,"dynamic_spawning_depletion","Ensemble","all",0.639472512052034,0.535117567411129,0.747861371759369,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1990,"dynamic_spawning_depletion","Ensemble","all",0.641022912933787,0.596033938288305,0.676193804318426,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1990,"dynamic_spawning_depletion","Ensemble","all",0.641022912933787,0.564672400858067,0.718305052658253,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1990,"dynamic_spawning_depletion","Ensemble","all",0.641022912933787,0.535093251713464,0.750644382336052,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1991,"dynamic_spawning_depletion","Ensemble","all",0.639651196629225,0.593839181856345,0.675377154405134,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1991,"dynamic_spawning_depletion","Ensemble","all",0.639651196629225,0.562396863108194,0.717261662693609,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1991,"dynamic_spawning_depletion","Ensemble","all",0.639651196629225,0.532637845862728,0.750015777448534,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1992,"dynamic_spawning_depletion","Ensemble","all",0.638597935893266,0.592374961235354,0.675634709789287,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1992,"dynamic_spawning_depletion","Ensemble","all",0.638597935893266,0.560517532133256,0.717094612435471,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1992,"dynamic_spawning_depletion","Ensemble","all",0.638597935893266,0.530839512481255,0.750301796305437,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1993,"dynamic_spawning_depletion","Ensemble","all",0.642852933184047,0.595831965540192,0.681097120187132,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1993,"dynamic_spawning_depletion","Ensemble","all",0.642852933184047,0.56327226151509,0.722894173174797,0.8,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1993,"dynamic_spawning_depletion","Ensemble","all",0.642852933184047,0.533448385742552,0.756833386375212,0.95,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
1994,"dynamic_spawning_depletion","Ensemble","all",0.641483103977144,0.594072995689808,0.680150048623721,0.5,"ratio","Spawning potential relative to its dynamic no-fishing counterfactual (SB/SB_F0)","Depletion","illustrative model spread and parameter perturbations"
