"time","metric","group","value","unit","definition","initial_state","display_name","coverage","model","label"
1971,"dynamic_unfished_spawning_biomass","Region 1",330755.681095009,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1972,"dynamic_unfished_spawning_biomass","Region 1",312352.170137801,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1973,"dynamic_unfished_spawning_biomass","Region 1",290335.322277975,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1974,"dynamic_unfished_spawning_biomass","Region 1",268651.035343586,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1975,"dynamic_unfished_spawning_biomass","Region 1",256613.44520173,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1976,"dynamic_unfished_spawning_biomass","Region 1",269479.868672581,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1977,"dynamic_unfished_spawning_biomass","Region 1",311344.922171015,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1978,"dynamic_unfished_spawning_biomass","Region 1",341253.92911295,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1979,"dynamic_unfished_spawning_biomass","Region 1",326869.858996237,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1980,"dynamic_unfished_spawning_biomass","Region 1",292627.884629994,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1981,"dynamic_unfished_spawning_biomass","Region 1",264591.436286834,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1982,"dynamic_unfished_spawning_biomass","Region 1",252546.935259781,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1983,"dynamic_unfished_spawning_biomass","Region 1",262121.737307422,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1984,"dynamic_unfished_spawning_biomass","Region 1",273568.336726082,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1985,"dynamic_unfished_spawning_biomass","Region 1",276799.188519551,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1986,"dynamic_unfished_spawning_biomass","Region 1",275904.721264348,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1987,"dynamic_unfished_spawning_biomass","Region 1",278413.950659148,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1988,"dynamic_unfished_spawning_biomass","Region 1",271992.248735708,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1989,"dynamic_unfished_spawning_biomass","Region 1",266785.970806498,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1990,"dynamic_unfished_spawning_biomass","Region 1",268230.36906768,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1991,"dynamic_unfished_spawning_biomass","Region 1",287862.631370863,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1992,"dynamic_unfished_spawning_biomass","Region 1",310254.089602945,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1993,"dynamic_unfished_spawning_biomass","Region 1",320595.773682917,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1994,"dynamic_unfished_spawning_biomass","Region 1",324679.020088204,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1995,"dynamic_unfished_spawning_biomass","Region 1",333746.610255349,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1996,"dynamic_unfished_spawning_biomass","Region 1",336082.21369548,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1997,"dynamic_unfished_spawning_biomass","Region 1",347010.355383267,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1998,"dynamic_unfished_spawning_biomass","Region 1",364769.023730218,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1999,"dynamic_unfished_spawning_biomass","Region 1",368809.378569038,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2000,"dynamic_unfished_spawning_biomass","Region 1",353037.636362329,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2001,"dynamic_unfished_spawning_biomass","Region 1",340352.223740604,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2002,"dynamic_unfished_spawning_biomass","Region 1",341121.141591988,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2003,"dynamic_unfished_spawning_biomass","Region 1",356152.780417906,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2004,"dynamic_unfished_spawning_biomass","Region 1",357698.061525084,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2005,"dynamic_unfished_spawning_biomass","Region 1",395821.398574158,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2006,"dynamic_unfished_spawning_biomass","Region 1",428305.265300222,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2007,"dynamic_unfished_spawning_biomass","Region 1",429133.708670024,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2008,"dynamic_unfished_spawning_biomass","Region 1",409116.173785135,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2009,"dynamic_unfished_spawning_biomass","Region 1",407811.30543743,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2010,"dynamic_unfished_spawning_biomass","Region 1",430885.089642818,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2011,"dynamic_unfished_spawning_biomass","Region 1",449397.401682273,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2012,"dynamic_unfished_spawning_biomass","Region 1",455747.769325316,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2013,"dynamic_unfished_spawning_biomass","Region 1",478630.466672852,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2014,"dynamic_unfished_spawning_biomass","Region 1",495353.949291831,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2015,"dynamic_unfished_spawning_biomass","Region 1",494606.583695991,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2016,"dynamic_unfished_spawning_biomass","Region 1",483717.451009129,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2017,"dynamic_unfished_spawning_biomass","Region 1",467812.322981081,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2018,"dynamic_unfished_spawning_biomass","Region 1",459959.76832226,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2019,"dynamic_unfished_spawning_biomass","Region 1",442293.224475045,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2020,"dynamic_unfished_spawning_biomass","Region 1",415046.36269596,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2021,"dynamic_unfished_spawning_biomass","Region 1",416560.594110179,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1954,"dynamic_unfished_spawning_biomass","Region 2",337815.396316432,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",0.916666666666742,"peel-1","Peel 1"
1955,"dynamic_unfished_spawning_biomass","Region 2",327308.011299546,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1956,"dynamic_unfished_spawning_biomass","Region 2",325884.194343663,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1957,"dynamic_unfished_spawning_biomass","Region 2",324023.715819244,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1958,"dynamic_unfished_spawning_biomass","Region 2",317760.195213868,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1959,"dynamic_unfished_spawning_biomass","Region 2",315138.252513154,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1960,"dynamic_unfished_spawning_biomass","Region 2",304808.356284791,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1961,"dynamic_unfished_spawning_biomass","Region 2",286644.596710802,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1962,"dynamic_unfished_spawning_biomass","Region 2",261729.317772824,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1963,"dynamic_unfished_spawning_biomass","Region 2",228492.526952228,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1964,"dynamic_unfished_spawning_biomass","Region 2",201171.018772055,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1965,"dynamic_unfished_spawning_biomass","Region 2",191193.496673364,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1966,"dynamic_unfished_spawning_biomass","Region 2",194372.77589389,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1967,"dynamic_unfished_spawning_biomass","Region 2",193611.829250419,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1968,"dynamic_unfished_spawning_biomass","Region 2",177283.847228426,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1969,"dynamic_unfished_spawning_biomass","Region 2",158185.726167294,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1970,"dynamic_unfished_spawning_biomass","Region 2",145751.888283481,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1971,"dynamic_unfished_spawning_biomass","Region 2",136384.509377314,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1972,"dynamic_unfished_spawning_biomass","Region 2",128374.887062016,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1973,"dynamic_unfished_spawning_biomass","Region 2",119756.13438298,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1974,"dynamic_unfished_spawning_biomass","Region 2",111102.44301408,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1975,"dynamic_unfished_spawning_biomass","Region 2",104900.600896619,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1976,"dynamic_unfished_spawning_biomass","Region 2",105792.625046117,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1977,"dynamic_unfished_spawning_biomass","Region 2",116862.459458438,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1978,"dynamic_unfished_spawning_biomass","Region 2",127754.407974656,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1979,"dynamic_unfished_spawning_biomass","Region 2",126231.452960537,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1980,"dynamic_unfished_spawning_biomass","Region 2",116829.515192266,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1981,"dynamic_unfished_spawning_biomass","Region 2",106954.262605027,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1982,"dynamic_unfished_spawning_biomass","Region 2",101046.553147371,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1983,"dynamic_unfished_spawning_biomass","Region 2",100370.130383715,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1984,"dynamic_unfished_spawning_biomass","Region 2",103573.08756853,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1985,"dynamic_unfished_spawning_biomass","Region 2",104852.60584704,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1986,"dynamic_unfished_spawning_biomass","Region 2",105578.104561443,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1987,"dynamic_unfished_spawning_biomass","Region 2",103408.705313947,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1988,"dynamic_unfished_spawning_biomass","Region 2",105512.379525598,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1989,"dynamic_unfished_spawning_biomass","Region 2",101892.203727501,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1990,"dynamic_unfished_spawning_biomass","Region 2",103003.406869115,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1991,"dynamic_unfished_spawning_biomass","Region 2",107041.611223897,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1992,"dynamic_unfished_spawning_biomass","Region 2",112781.309981903,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1993,"dynamic_unfished_spawning_biomass","Region 2",118681.243614105,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1994,"dynamic_unfished_spawning_biomass","Region 2",119796.355837095,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1995,"dynamic_unfished_spawning_biomass","Region 2",124461.346243153,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1996,"dynamic_unfished_spawning_biomass","Region 2",127632.670849169,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1997,"dynamic_unfished_spawning_biomass","Region 2",131009.937285098,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1998,"dynamic_unfished_spawning_biomass","Region 2",136132.951186707,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
1999,"dynamic_unfished_spawning_biomass","Region 2",139157.19758082,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2000,"dynamic_unfished_spawning_biomass","Region 2",135991.589801665,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2001,"dynamic_unfished_spawning_biomass","Region 2",130518.488144072,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2002,"dynamic_unfished_spawning_biomass","Region 2",131608.883871236,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2003,"dynamic_unfished_spawning_biomass","Region 2",133753.272255845,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2004,"dynamic_unfished_spawning_biomass","Region 2",134360.022771888,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2005,"dynamic_unfished_spawning_biomass","Region 2",146802.946901095,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2006,"dynamic_unfished_spawning_biomass","Region 2",156754.348058204,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2007,"dynamic_unfished_spawning_biomass","Region 2",160110.442251183,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2008,"dynamic_unfished_spawning_biomass","Region 2",156371.677782413,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2009,"dynamic_unfished_spawning_biomass","Region 2",153752.339123325,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2010,"dynamic_unfished_spawning_biomass","Region 2",161789.52600194,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2011,"dynamic_unfished_spawning_biomass","Region 2",168122.81444276,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2012,"dynamic_unfished_spawning_biomass","Region 2",170492.022495285,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2013,"dynamic_unfished_spawning_biomass","Region 2",175513.723954744,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2014,"dynamic_unfished_spawning_biomass","Region 2",183214.344479526,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2015,"dynamic_unfished_spawning_biomass","Region 2",186371.074448474,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2016,"dynamic_unfished_spawning_biomass","Region 2",181803.488960731,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2017,"dynamic_unfished_spawning_biomass","Region 2",177184.45150388,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2018,"dynamic_unfished_spawning_biomass","Region 2",177984.624546135,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
2019,"dynamic_unfished_spawning_biomass","Region 2",171072.473609661,"t","Abundance weighted by the model reproductive coefficient and weight at age, on the MFCL biomass scale in the dynamic no-fishing counterfactual",FALSE,"Unfished spawning potential",1,"peel-1","Peel 1"
