"Model","Label","Status","Passed","Failed","Unknown"
"reference","Diagnostic model","passed",3,0,0
"peel-1","Peel 1","passed",3,0,0
"peel-2","Peel 2","passed",3,0,0
"peel-3","Peel 3","passed",3,0,0
"peel-4","Peel 4","passed",3,0,0
"peel-5","Peel 5","passed",3,0,0
